episode,episode_reward,score,epsilon,training_loss,moving_average_score,steps,turn_rate,repeat_penalty,potential_reward
2301,253.74466935483883,270,0.050000000000000044,0.28503354555628835,155.5,414,0.4830917874396135,0.0,-1.4003306451612938
2302,166.20163636363634,180,0.050000000000000044,0.3034088826841778,154.8,253,0.48616600790513836,0.0,-0.8483636363636377
2303,116.81350000000003,130,0.050000000000000044,0.30752808010240773,155.8,210,0.3904761904761905,0.0,-0.8215000000000012
2304,137.04524999999995,150,0.050000000000000044,0.2890282234419947,155.9,186,0.5591397849462365,0.0,-0.7397500000000004
2305,57.883499999999984,70,0.050000000000000044,0.26997241312090087,155,134,0.44029850746268656,0.0,-0.5665000000000007
2306,107.54384375000004,120,0.050000000000000044,0.29462298101339585,151.8,156,0.5897435897435898,0.0,-0.5711562500000005
2307,58.04602272727272,70,0.050000000000000044,0.3719277189623925,151.1,123,0.5365853658536586,0.0,-0.47897727272727275
2308,224.68724999999998,240,0.050000000000000044,0.31018561782205806,152.4,342,0.45321637426900585,0.0,-1.3727500000000021
2309,195.27832683982703,210,0.050000000000000044,0.28413288776255863,152.8,316,0.5126582278481012,0.0,-0.9766731601731621
2310,126.42436111111104,140,0.050000000000000044,0.3110859306496486,152.3,226,0.5973451327433629,0.0,-0.7956388888888897
2311,19.078500000000005,30,0.050000000000000044,0.26432017783323924,151.4,62,0.3225806451612903,0.0,-0.2415000000000001
2312,116.72600000000004,130,0.050000000000000044,0.2825144293633374,151.9,218,0.41743119266055045,0.0,-0.7840000000000008
2313,331.0194999999997,350,0.050000000000000044,0.28661057470908646,151.6,634,0.4195583596214511,0.0,-1.6705000000000039
2314,303.68244444444423,320,0.050000000000000044,0.31497119729007994,153.6,421,0.4916864608076009,0.0,-1.4025555555555582
2315,126.69983333333332,140,0.050000000000000044,0.3331723476035727,154.6,216,0.4583333333333333,0.0,-0.8001666666666676
2316,137.17146052631574,150,0.050000000000000044,0.2900767077473884,154.1,186,0.3817204301075269,0.0,-0.7785394736842112
2317,127.29819505494501,140,0.050000000000000044,0.28760973718471644,154.3,166,0.45180722891566266,0.0,-0.8218049450549457
2318,97.26724999999998,110,0.050000000000000044,0.3051505552397834,154.4,179,0.4860335195530726,0.0,-0.6327500000000008
2319,146.25712500000003,160,0.050000000000000044,0.3083283840900376,153.9,252,0.4166666666666667,0.0,-0.8678750000000006
2320,323.9727500000002,340,0.050000000000000044,0.29443143435991276,156,407,0.5036855036855037,0.0,-1.287250000000002
2321,68.37449999999998,80,0.050000000000000044,0.3411542516946793,155.4,99,0.43434343434343436,0.0,-0.5155000000000003
2322,147.22887500000004,160,0.050000000000000044,0.30049103796482085,155,180,0.4722222222222222,0.0,-0.7211250000000009
2323,58.277,70,0.050000000000000044,0.30727652030495495,155.3,105,0.4857142857142857,0.0,-0.5030000000000003
2324,156.19299999999996,170,0.050000000000000044,0.29032180340044084,156.8,251,0.450199203187251,0.0,-0.9170000000000011
2325,28.84200000000002,40,0.050000000000000044,0.29926908366820393,156.6,68,0.5,0.0,-0.36300000000000016
2326,107.14400000000006,120,0.050000000000000044,0.3323739191636126,155.7,188,0.3882978723404255,0.0,-0.7460000000000009
2327,77.71805769230774,90,0.050000000000000044,0.2571856673149502,154.1,136,0.36764705882352944,0.0,-0.7769423076923082
2328,243.98491666666652,260,0.050000000000000044,0.2772100484631594,154.1,412,0.441747572815534,0.0,-1.2600833333333363
2329,97.36475000000002,110,0.050000000000000044,0.3039615171529898,153.3,165,0.49696969696969695,0.0,-0.7002500000000005
2330,38.55675,50,0.050000000000000044,0.2527227907077126,152.9,93,0.44086021505376344,0.0,-0.3732500000000003
2331,166.02524999999997,180,0.050000000000000044,0.25702770618778287,151.6,264,0.3712121212121212,0.0,-1.039750000000002
2332,245.02250000000004,260,0.050000000000000044,0.28725089974263135,153.8,339,0.4277286135693215,0.0,-1.1375000000000028
2333,263.74723437500023,280,0.050000000000000044,0.3045359060375227,155,434,0.39400921658986177,0.0,-1.3477656250000036
2334,273.4427500000001,290,0.050000000000000044,0.2947538559911428,156.9,431,0.4779582366589327,0.0,-1.5222500000000019
2335,19.259500000000003,30,0.050000000000000044,0.2792326780036092,155.9,32,0.3125,0.0,-0.4105000000000001
2336,116.71649999999998,130,0.050000000000000044,0.2757541836662726,154.9,221,0.43891402714932126,0.0,-0.7335000000000006
2337,205.35925000000003,220,0.050000000000000044,0.3159908219706267,154.6,318,0.4276729559748428,0.0,-1.015750000000002
2338,264.2247656250001,280,0.050000000000000044,0.27995880057263856,155.8,397,0.3602015113350126,0.0,-1.3802343750000023
2339,244.29566666666662,260,0.050000000000000044,0.3451405424744852,157,371,0.49056603773584906,0.0,-1.359333333333336
2340,77.93825,90,0.050000000000000044,0.37094511464238167,155.4,127,0.44881889763779526,0.0,-0.6117500000000006
2341,185.8555000000001,200,0.050000000000000044,0.2793407454429304,156.6,272,0.4742647058823529,0.0,-0.9945000000000016
2342,28.96475,40,0.050000000000000044,0.3426188616590066,154.7,46,0.4782608695652174,0.0,-0.5202500000000001
2343,342.2477499999998,360,0.050000000000000044,0.31042483421387496,157.1,540,0.4388888888888889,0.0,-1.537250000000002
2344,244.93949999999995,260,0.050000000000000044,0.27441557704709296,158.1,343,0.3935860058309038,0.0,-1.2255000000000016
2345,126.60744444444441,140,0.050000000000000044,0.3111455668102611,157.4,222,0.4099099099099099,0.0,-0.8725555555555569
2346,107.96459375,120,0.050000000000000044,0.26084304465488956,157.7,129,0.4263565891472868,0.0,-0.6054062500000001
2347,214.756,230,0.050000000000000044,0.33805033742365515,158.7,354,0.4209039548022599,0.0,-1.2040000000000028
2348,57.87499999999998,70,0.050000000000000044,0.3419113983710607,157.8,119,0.5546218487394958,0.0,-0.6900000000000004
2349,380.35523863636314,400,0.050000000000000044,0.29125799839243743,161.3,662,0.4607250755287009,0.0,-1.9097613636363633
