episode,episode_reward,score,epsilon,training_loss,moving_average_score,steps,steps_survived,food_collected,terminated,truncated,end_reason,environment_steps,optimizer_updates
530,-10.530000000000001,0,0.6992965,0.000595871575309762,1.1,54,53,0,True,False,wall,31653,7664
531,-10.43,0,0.6988785,0.027326865669403396,1,44,43,0,True,False,wall,31697,7675
532,-10.4,0,0.698489,0.02990672950982116,1,41,40,0,True,False,wall,31738,7685
533,-10.370000000000001,0,0.6981280000000001,0.0005944988370174542,1,38,37,0,True,False,wall,31776,7695
534,-10.32,0,0.6978145,0.019043645886995364,1,33,32,0,True,False,wall,31809,7703
535,-10.25,0,0.6975675,0.02553671852122837,1,26,25,0,True,False,wall,31835,7709
536,-11.31,0,0.6963135,0.01847950950005642,1,132,131,0,True,False,wall,31967,7742
537,-0.38999999999999524,10,0.695924,0.00037517209685492247,1.1,41,40,1,True,False,wall,32008,7753
538,-10.27,0,0.6956580000000001,0.021744041142353256,1,28,27,0,True,False,wall,32036,7760
539,-10.3,0,0.6953635,0.02160736999108589,1,31,30,0,True,False,wall,32067,7767
540,-10.23,0,0.6951355,0.0006357030651997775,1,24,23,0,True,False,wall,32091,7773
541,-10.34,0,0.6948030000000001,0.0008992637643435349,1,35,34,0,True,False,wall,32126,7782
542,-10.3,0,0.6945085,0.0006842595612397417,1,31,30,0,True,False,wall,32157,7790
543,-10.57,0,0.6939575,0.021962254458880386,1,58,57,0,True,False,wall,32215,7804
544,-10.2,0,0.6937580000000001,0.02512229708857679,1,21,20,0,True,False,wall,32236,7810
545,-10.35,0,0.693416,0.0003733283018745068,0.9,36,35,0,True,False,wall,32272,7819
546,-10.31,0,0.693112,0.01867761266112211,0.9,32,31,0,True,False,wall,32304,7827
547,-10.370000000000001,0,0.692751,0.000590084282319165,0.9,38,37,0,True,False,wall,32342,7836
548,-10.31,0,0.692447,0.0006298487569438294,0.9,32,31,0,True,False,wall,32374,7844
549,-10.22,0,0.6922285,0.024905432563779566,0.9,23,22,0,True,False,wall,32397,7850
550,-10.16,0,0.692067,0.0005440987224574201,0.9,17,16,0,True,False,wall,32414,7854
551,-10.63,0,0.691459,0.009758191094988433,0.9,64,63,0,True,False,wall,32478,7870
552,-10.450000000000001,0,0.691022,0.012856254453557389,0.9,46,45,0,True,False,wall,32524,7882
553,-10.77,0,0.690281,0.008237628986152183,0.8,78,77,0,True,False,wall,32602,7901
554,-10.2,0,0.6900815,0.05980857225367799,0.8,21,20,0,True,False,wall,32623,7906
555,-0.5299999999999958,10,0.689559,0.0007534306641900912,0.9,55,54,1,True,False,wall,32678,7920
556,-10.700000000000001,0,0.6888845,0.0252307438188129,0.9,71,70,0,True,False,wall,32749,7938
557,-1.659999999999977,10,0.6872885,0.018122584919702995,1,168,167,1,True,False,wall,32917,7980
558,-10.56,0,0.686747,0.021589783483899998,1,57,56,0,True,False,wall,32974,7994
559,-10.540000000000001,0,0.6862245,0.02184299906574389,1,55,54,0,True,False,wall,33029,8008
560,-10.35,0,0.6858825,0.0005517167770045085,1,36,35,0,True,False,wall,33065,8017
561,-10.25,0,0.6856355000000001,0.000507741965217671,1,26,25,0,True,False,wall,33091,8023
562,-10.44,0,0.685208,0.00040652648628262494,1,45,44,0,True,False,wall,33136,8035
563,-10.16,0,0.6850465,0.037320120085496455,1,17,16,0,True,False,wall,33153,8039
564,-10.33,0,0.6847235,0.019134214328005328,1,34,33,0,True,False,wall,33187,8047
565,-10.71,0,0.6840395,0.025364655267266143,1,72,71,0,True,False,wall,33259,8065
566,-10.34,0,0.6837070000000001,0.01678781352691456,1,35,34,0,True,False,wall,33294,8074
567,-10.2,0,0.6835074999999999,0.0004204163735266775,1,21,20,0,True,False,wall,33315,8079
568,-10.71,0,0.6828235,0.0003855126334302541,1,72,71,0,True,False,wall,33387,8097
569,-10.24,0,0.682586,0.04287647737406327,1,25,24,0,True,False,wall,33412,8104
570,-10.44,0,0.6821585000000001,0.014094002481380647,1,45,44,0,True,False,wall,33457,8115
571,-10.290000000000001,0,0.6818735,0.04312726342219061,1,30,29,0,True,False,wall,33487,8122
572,-10.18,0,0.681693,0.030136695128749124,1,19,18,0,True,False,wall,33506,8127
573,-10.36,0,0.6813415,0.016789050397670105,1,37,36,0,True,False,wall,33543,8136
574,-10.6,0,0.6807620000000001,0.009742765357259486,1,61,60,0,True,False,wall,33604,8152
575,-10.35,0,0.68042,0.0006036197834570581,1,36,35,0,True,False,wall,33640,8161
576,-10.4,0,0.6800305,0.03037039003102109,1,41,40,0,True,False,wall,33681,8171
577,-10.57,0,0.6794795,0.03200921929133723,1,58,57,0,True,False,wall,33739,8185
578,-10.47,0,0.6790235,0.025077230141808588,1,48,47,0,True,False,wall,33787,8197
579,-10.36,0,0.678672,0.015818972766282968,1,37,36,0,True,False,wall,33824,8207
580,-10.2,0,0.6784725,0.0004363686079159379,1,21,20,0,True,False,wall,33845,8212
581,-10.290000000000001,0,0.6781874999999999,0.0004428021077598844,1,30,29,0,True,False,wall,33875,8219
582,-10.55,0,0.6776555,0.011029749614993176,1,56,55,0,True,False,wall,33931,8233
583,-10.870000000000001,0,0.6768195,0.020533542373662138,1,88,87,0,True,False,wall,34019,8255
584,-10.28,0,0.676544,0.03749628786863468,1,29,28,0,True,False,wall,34048,8263
585,-10.22,0,0.6763255,0.05950405602925457,1,23,22,0,True,False,wall,34071,8268
586,-10.780000000000001,0,0.675575,0.03017662089841906,1,79,78,0,True,False,wall,34150,8288
587,-10.16,0,0.6754135000000001,0.001115061080781743,1,17,16,0,True,False,wall,34167,8292
588,-10.34,0,0.675081,0.000671860082851102,1,35,34,0,True,False,wall,34202,8301
589,-10.25,0,0.674834,0.04269947808851222,1,26,25,0,True,False,wall,34228,8308
590,-10.39,0,0.6744540000000001,0.030080383078893647,1,40,39,0,True,False,wall,34268,8318
591,-10.34,0,0.6741215,0.0375546935138118,1,35,34,0,True,False,wall,34303,8326
592,-10.58,0,0.6735610000000001,0.02038938396338684,1,59,58,0,True,False,wall,34362,8341
593,-10.21,0,0.6733520000000001,0.0007159045004906753,1,22,21,0,True,False,wall,34384,8347
594,-10.46,0,0.6729054999999999,0.0004650087913350117,1,47,46,0,True,False,wall,34431,8358
595,-10.5,0,0.6724209999999999,0.04613809514557943,1,51,50,0,True,False,wall,34482,8371
596,-10.76,0,0.6716895,0.03955872400853734,1,77,76,0,True,False,wall,34559,8390
597,-10.5,0,0.671205,0.0003844107604191567,1,51,50,0,True,False,wall,34610,8403
598,-10.4,0,0.6708155,0.015409612286021002,1,41,40,0,True,False,wall,34651,8413
599,-10.72,0,0.670122,0.008128153436700813,1,73,72,0,True,False,wall,34724,8432
600,-10.39,0,0.6697420000000001,0.01511366509803338,1,40,39,0,True,False,wall,34764,8442
601,-10.23,0,0.6695139999999999,0.00040468507116505253,1,24,23,0,True,False,wall,34788,8448
602,-10.32,0,0.6692005,0.0562852575967554,1,33,32,0,True,False,wall,34821,8456
603,-0.6499999999999915,10,0.6685639999999999,0.009263153348857647,1.1,67,66,1,True,False,wall,34888,8473
604,-10.27,0,0.6682980000000001,0.02156751041807833,1.1,28,27,0,True,False,wall,34916,8480
605,-10.34,0,0.6679655,0.03722292973725416,1.1,35,34,0,True,False,wall,34951,8488
606,-10.540000000000001,0,0.667443,0.011176856689936747,1.1,55,54,0,True,False,wall,35006,8502
607,-10.73,0,0.66674,0.024069716660673486,1,74,73,0,True,False,wall,35080,8521
608,-10.15,0,0.666588,0.0007490969728678465,0.9,16,15,0,True,False,wall,35096,8525
609,-10.860000000000001,0,0.6657615000000001,0.00752859911119144,0.9,87,86,0,True,False,wall,35183,8546
610,-10.58,0,0.6652009999999999,0.02014993212845487,0.8,59,58,0,True,False,wall,35242,8561
611,-1.3099999999999863,10,0.6639375000000001,0.04080562727705745,0.9,133,132,1,True,False,wall,35375,8594
612,-11.22,0,0.6627689999999999,0.014887521801997096,0.9,123,122,0,True,False,wall,35498,8625
613,-10.370000000000001,0,0.662408,0.0005034766945755109,0.9,38,37,0,True,False,wall,35536,8635
614,-10.14,0,0.6622655,0.049004113437452666,0.9,15,14,0,True,False,wall,35551,8638
615,-10.96,0,0.6613439999999999,0.012275645360350609,0.9,97,96,0,True,False,wall,35648,8663
616,-10.34,0,0.6610115000000001,0.03747288449994812,0.8,35,34,0,True,False,wall,35683,8671
617,-10.290000000000001,0,0.6607265,0.000449827211923548,0.8,30,29,0,True,False,wall,35713,8679
618,-10.39,0,0.6603465,0.015349570289254188,0.8,40,39,0,True,False,wall,35753,8689
619,-10.620000000000001,0,0.659748,0.028158740711660357,0.8,63,62,0,True,False,wall,35816,8705
620,-10.88,0,0.6589025000000001,0.0007835729973687029,0.8,89,88,0,True,False,wall,35905,8727
621,9.439999999999966,20,0.658342,0.03006028205466767,1,59,58,2,True,False,self,35964,8742
622,-10.49,0,0.657867,0.02520828261306936,1,50,49,0,True,False,wall,36014,8754
623,-0.37999999999999545,10,0.6574869999999999,0.045214068191125986,1,40,39,1,True,False,wall,36054,8764
624,-10.19,0,0.657297,0.0006334682344458997,0.9,20,19,0,True,False,wall,36074,8769
625,-10.57,0,0.656746,0.03994922067116325,0.9,58,57,0,True,False,wall,36132,8784
626,-10.36,0,0.6563945,0.001018091994208387,0.9,37,36,0,True,False,wall,36169,8793
627,-10.370000000000001,0,0.6560334999999999,0.016995119525947504,0.9,38,37,0,True,False,wall,36207,8802
628,-10.4,0,0.655644,0.014259134509219703,0.8,41,40,0,True,False,wall,36248,8813
629,-0.20999999999999908,10,0.6554255,0.00035871039726771415,0.9,23,22,1,True,False,wall,36271,8818
630,-10.33,0,0.6551025,0.04994732929561804,0.9,34,33,0,True,False,wall,36305,8827
631,-10.48,0,0.654637,0.012997996799337367,0.9,49,48,0,True,False,wall,36354,8839
632,-10.3,0,0.6543425,0.019179157719918294,0.9,31,30,0,True,False,wall,36385,8847
633,-10.26,0,0.654086,0.0004727631832273411,0.9,27,26,0,True,False,wall,36412,8854
634,-10.22,0,0.6538675,0.0005030952102970332,0.9,23,22,0,True,False,wall,36435,8859
635,-10.23,0,0.6536394999999999,0.0003120458374420802,0.9,24,23,0,True,False,wall,36459,8865
636,-10.34,0,0.6533070000000001,0.000393795746883067,0.9,35,34,0,True,False,wall,36494,8874
637,-0.9299999999999944,10,0.6524045,0.00033811947165910777,0.9,95,94,1,True,False,wall,36589,8898
638,-10.6,0,0.6518250000000001,0.030296495005798837,0.9,61,60,0,True,False,wall,36650,8913
639,-10.64,0,0.6512075,0.02832546005902259,0.9,65,64,0,True,False,wall,36715,8929
640,-0.5399999999999903,10,0.6506755,0.021665680973715747,1,56,55,1,True,False,wall,36771,8943
641,-10.61,0,0.6500865,0.0003508843910822179,1,62,61,0,True,False,wall,36833,8959
642,-10.33,0,0.6497634999999999,0.0004416055735418922,1,34,33,0,True,False,wall,36867,8967
643,-0.25,10,0.6495070000000001,0.06389890521989271,1.1,27,26,1,True,False,wall,36894,8974
644,-10.75,0,0.6487850000000001,0.03186228998483306,1.1,76,75,0,True,False,wall,36970,8993
645,-10.51,0,0.648291,0.0003938064104519211,1.1,52,51,0,True,False,wall,37022,9006
646,-10.49,0,0.647816,0.011862025342102593,1.1,50,49,0,True,False,wall,37072,9019
647,-10.28,0,0.6475405000000001,0.00021272579033393413,1.1,29,28,0,True,False,wall,37101,9026
648,-0.35999999999999766,10,0.6471795,0.00027202048093184,1.2,38,37,1,True,False,wall,37139,9035
649,-0.5299999999999976,10,0.646657,0.010883049760845356,1.3,55,54,1,True,False,wall,37194,9049
650,-10.24,0,0.6464194999999999,0.025184911142180983,1.3,25,24,0,True,False,wall,37219,9055
651,-10.14,0,0.646277,0.0003689781478897203,1.3,15,14,0,True,False,wall,37234,9059
652,-10.19,0,0.6460870000000001,0.00043958008172921835,1.3,20,19,0,True,False,wall,37254,9064
653,-10.35,0,0.645745,0.00030341856957723695,1.3,36,35,0,True,False,wall,37290,9073
654,-10.51,0,0.645251,0.011726575422261912,1.3,52,51,0,True,False,wall,37342,9086
655,-0.7099999999999884,10,0.6445575,0.017024991946527734,1.3,73,72,1,True,False,wall,37415,9104
656,-10.23,0,0.6443295,0.050201526547122434,1.3,24,23,0,True,False,wall,37439,9110
657,-10.34,0,0.6439969999999999,0.01731574394701359,1.2,35,34,0,True,False,wall,37474,9119
658,-10.28,0,0.6437215000000001,0.022065892807274525,1.2,29,28,0,True,False,wall,37503,9126
659,-10.21,0,0.6435125,0.02511109851426833,1.2,22,21,0,True,False,wall,37525,9132
660,-10.74,0,0.6428,0.03167993241789334,1.2,75,74,0,True,False,wall,37600,9151
661,-10.91,0,0.641926,0.03922620680026265,1.2,92,91,0,True,False,wall,37692,9174
662,-10.36,0,0.6415744999999999,0.016847059240616444,1.2,37,36,0,True,False,wall,37729,9183
663,-10.26,0,0.641318,0.02186435940425976,1.2,27,26,0,True,False,wall,37756,9190
664,-10.35,0,0.640976,0.03332827228263745,1.2,36,35,0,True,False,wall,37792,9199
665,-10.32,0,0.6406625,0.03711158283113036,1.2,33,32,0,True,False,wall,37825,9207
666,-10.33,0,0.6403395000000001,0.018961060306537547,1.2,34,33,0,True,False,wall,37859,9215
667,-10.18,0,0.640159,0.030228314670966937,1.2,19,18,0,True,False,wall,37878,9220
668,-10.4,0,0.6397695,0.01522438374813646,1.2,41,40,0,True,False,wall,37919,9230
669,-10.17,0,0.6395985,0.00028981062932871283,1.2,18,17,0,True,False,wall,37937,9235
670,-0.2699999999999996,10,0.6393230000000001,0.0002963343410686191,1.3,29,28,1,True,False,wall,37966,9242
671,-10.27,0,0.639057,0.04242722062502123,1.3,28,27,0,True,False,wall,37994,9249
672,-0.2699999999999978,10,0.6387815,0.04283928953684933,1.4,29,28,1,True,False,wall,38023,9256
673,-10.68,0,0.638126,0.0005567816107132887,1.4,69,68,0,True,False,wall,38092,9274
674,-10.15,0,0.637974,0.037364675183198415,1.4,16,15,0,True,False,wall,38108,9278
675,-0.3399999999999981,10,0.637632,0.016826455497519217,1.5,36,35,1,True,False,wall,38144,9287
676,-10.24,0,0.6373945000000001,0.02495046180653541,1.5,25,24,0,True,False,wall,38169,9293
677,-10.290000000000001,0,0.6371095,0.00040234117269782085,1.5,30,29,0,True,False,wall,38199,9300
678,-10.24,0,0.636872,0.0002973289894206183,1.5,25,24,0,True,False,wall,38224,9307
679,-10.32,0,0.6365585,0.01902105326189485,1.5,33,32,0,True,False,wall,38257,9315
680,-10.15,0,0.6364065,0.03655733376945136,1.5,16,15,0,True,False,wall,38273,9319
681,-10.27,0,0.6361405,0.021527270410193262,1.5,28,27,0,True,False,wall,38301,9326
682,-10.27,0,0.6358745,0.021479482955848134,1.5,28,27,0,True,False,wall,38329,9333
683,-10.2,0,0.635675,0.0005723417387343943,1.5,21,20,0,True,False,wall,38350,9338
684,-10.66,0,0.6350385000000001,0.009099969175568892,1.5,67,66,0,True,False,wall,38417,9355
685,-1.3599999999999905,10,0.6337275,0.017842723036986117,1.6,138,137,1,True,False,wall,38555,9389
686,-10.31,0,0.6334235,0.00033934885323105846,1.6,32,31,0,True,False,wall,38587,9397
687,-10.39,0,0.6330435000000001,0.00027163522026967256,1.6,40,39,0,True,False,wall,38627,9407
688,-10.32,0,0.63273,0.033308662467687905,1.6,33,32,0,True,False,wall,38660,9416
689,9.259999999999959,20,0.6319985,0.023737621789271208,1.8,77,76,2,True,False,wall,38737,9435
690,-10.89,0,0.6311435000000001,0.03421622001968155,1.8,90,89,0,True,False,wall,38827,9457
691,-10.700000000000001,0,0.630469,0.01740299326451754,1.8,71,70,0,True,False,wall,38898,9475
692,-10.98,0,0.6295285,0.01839908314519562,1.8,99,98,0,True,False,wall,38997,9500
693,-10.25,0,0.6292815,0.0012023112940369174,1.8,26,25,0,True,False,wall,39023,9506
694,-10.540000000000001,0,0.6287590000000001,0.04299432638384003,1.8,55,54,0,True,False,wall,39078,9520
695,-10.4,0,0.6283695,0.030557296876213513,1.8,41,40,0,True,False,wall,39119,9530
696,-11.200000000000001,0,0.62722,0.019673559778077047,1.8,121,120,0,True,False,wall,39240,9561
697,-10.36,0,0.6268685,0.03322866488856056,1.8,37,36,0,True,False,wall,39277,9570
698,-10.290000000000001,0,0.6265835,0.00034255477865891796,1.8,30,29,0,True,False,wall,39307,9577
699,-10.28,0,0.6263080000000001,0.0029060363413009327,1.8,29,28,0,True,False,wall,39336,9585
700,-10.16,0,0.6261465,0.037409604963613674,1.8,17,16,0,True,False,wall,39353,9589
701,-10.22,0,0.625928,0.0009614224642670403,1.8,23,22,0,True,False,wall,39376,9595
702,-10.780000000000001,0,0.6251774999999999,0.024763090310826602,1.8,79,78,0,True,False,wall,39455,9614
703,-10.51,0,0.6246835000000001,0.023571281458806388,1.7,52,51,0,True,False,wall,39507,9627
704,-0.6199999999999939,10,0.6240755,0.03759991234437621,1.8,64,63,1,True,False,wall,39571,9643
705,-10.88,0,0.62323,0.026497639746040753,1.8,89,88,0,True,False,wall,39660,9666
706,-10.83,0,0.622432,0.007497878646799585,1.8,84,83,0,True,False,wall,39744,9687
707,-10.24,0,0.6221945,0.025045606259178992,1.8,25,24,0,True,False,wall,39769,9693
708,-10.18,0,0.6220140000000001,0.0890458226785995,1.8,19,18,0,True,False,wall,39788,9698
709,-10.25,0,0.621767,0.02516039677235919,1.8,26,25,0,True,False,wall,39814,9704
710,-10.75,0,0.6210450000000001,0.016863963871544815,1.8,76,75,0,True,False,wall,39890,9723
711,-10.36,0,0.6206935,0.01698090678999304,1.7,37,36,0,True,False,wall,39927,9732
712,-10.49,0,0.6202185,0.011808571054224068,1.7,50,49,0,True,False,wall,39977,9745
713,-10.41,0,0.6198195,0.015083543285436462,1.7,42,41,0,True,False,wall,40019,9755
714,-11.180000000000001,0,0.618689,0.02006417215889087,1.7,119,118,0,True,False,wall,40138,9785
715,-10.44,0,0.6182615,0.0003061976008625193,1.7,45,44,0,True,False,wall,40183,9796
716,-10.21,0,0.6180525,0.024954985866012674,1.7,22,21,0,True,False,wall,40205,9802
717,-10.35,0,0.6177105,0.01674064132546644,1.7,36,35,0,True,False,wall,40241,9811
718,-10.48,0,0.617245,0.049797442043200135,1.7,49,48,0,True,False,wall,40290,9823
719,-11.040000000000001,0,0.6162475000000001,0.023330836472898506,1.7,105,104,0,True,False,wall,40395,9849
720,-0.5399999999999938,10,0.6157155000000001,0.010910679989527645,1.8,56,55,1,True,False,wall,40451,9863
721,-10.5,0,0.6152310000000001,0.02304786828104765,1.6,51,50,0,True,False,wall,40502,9876
722,-10.12,0,0.6151075,0.0006875825735429922,1.6,13,12,0,True,False,wall,40515,9879
723,-10.17,0,0.6149365,0.0005657206755131483,1.5,18,17,0,True,False,wall,40533,9884
724,-10.46,0,0.61449,0.01272934945761032,1.5,47,46,0,True,False,wall,40580,9896
725,-10.32,0,0.6141765,0.03726256177651521,1.5,33,32,0,True,False,wall,40613,9904
726,-10.36,0,0.6138250000000001,0.033419002478088565,1.5,37,36,0,True,False,wall,40650,9913
727,-10.32,0,0.6135115,0.03720516223620507,1.5,33,32,0,True,False,wall,40683,9921
728,9.529999999999994,20,0.6130365,0.0690129748545587,1.7,50,49,2,True,False,self,40733,9934
729,-10.27,0,0.6127705000000001,0.04297339514596388,1.6,28,27,0,True,False,wall,40761,9941
730,-10.370000000000001,0,0.6124095,0.017026894056471065,1.6,38,37,0,True,False,wall,40799,9950
731,-10.290000000000001,0,0.6121245,0.07467057848771219,1.6,30,29,0,True,False,wall,40829,9958
732,-10.74,0,0.6114120000000001,0.03183050550318225,1.6,75,74,0,True,False,wall,40904,9977
733,-10.450000000000001,0,0.610975,0.013726787428657355,1.6,46,45,0,True,False,wall,40950,9988
734,-10.57,0,0.6104240000000001,0.020061213676429664,1.6,58,57,0,True,False,wall,41008,10003
735,-10.370000000000001,0,0.610063,0.03337255899936685,1.6,38,37,0,True,False,wall,41046,10012
736,-10.25,0,0.609816,0.021582467864001437,1.6,26,25,0,True,False,wall,41072,10019
737,-10.24,0,0.6095785,0.00047565874895857024,1.5,25,24,0,True,False,wall,41097,10025
738,-10.32,0,0.609265,0.0004971851958543994,1.5,33,32,0,True,False,wall,41130,10033
739,-10.870000000000001,0,0.6084290000000001,0.027293049060972407,1.5,88,87,0,True,False,wall,41218,10055
740,-10.19,0,0.608239,0.060579534037970006,1.4,20,19,0,True,False,wall,41238,10060
741,-10.64,0,0.6076215,0.03755010735039832,1.4,65,64,0,True,False,wall,41303,10076
742,-10.2,0,0.607422,0.00043461441237013787,1.4,21,20,0,True,False,wall,41324,10082
743,-10.38,0,0.6070515000000001,0.016864277102285996,1.3,39,38,0,True,False,wall,41363,10091
744,-10.21,0,0.6068425,0.0003518387723791723,1.3,22,21,0,True,False,wall,41385,10097
745,-10.52,0,0.606339,0.000302531097146969,1.3,53,52,0,True,False,wall,41438,10110
746,-10.31,0,0.606035,0.019091663609287934,1.3,32,31,0,True,False,wall,41470,10118
747,-10.42,0,0.6056265000000001,0.013766792411016386,1.3,43,42,0,True,False,wall,41513,10129
748,-10.18,0,0.6054459999999999,0.00035689523501787336,1.2,19,18,0,True,False,wall,41532,10134
749,-10.31,0,0.6051420000000001,0.018788603254506597,1.1,32,31,0,True,False,wall,41564,10142
750,-10.9,0,0.6042775,0.007140709862472828,1.1,91,90,0,True,False,wall,41655,10164
751,-10.5,0,0.603793,0.034464966418454424,1.1,51,50,0,True,False,wall,41706,10177
752,-10.28,0,0.6035175,0.021603680868533308,1.1,29,28,0,True,False,wall,41735,10184
753,-10.2,0,0.603318,0.04998003081224548,1.1,21,20,0,True,False,wall,41756,10190
754,-11.09,0,0.6022730000000001,0.03342368967693161,1.1,110,109,0,True,False,wall,41866,10217
755,-11.200000000000001,0,0.6011234999999999,0.030013208997358258,1,121,120,0,True,False,wall,41987,10247
756,-10.56,0,0.6005820000000001,0.010296296077043129,1,57,56,0,True,False,wall,42044,10262
757,-10.620000000000001,0,0.5999835,0.010263945400947706,1,63,62,0,True,False,wall,42107,10277
758,-10.1,0,0.599879,0.09882912781904452,1,11,10,0,True,False,wall,42118,10280
759,-10.21,0,0.59967,0.00047913284894699853,1,22,21,0,True,False,wall,42140,10286
760,-0.9399999999999835,10,0.598758,0.02511491295263113,1.1,96,95,1,True,False,wall,42236,10310
761,-10.530000000000001,0,0.598245,0.0003409415087214886,1.1,54,53,0,True,False,wall,42290,10323
762,-10.290000000000001,0,0.59796,0.03744400915456936,1.1,30,29,0,True,False,wall,42320,10331
763,-10.26,0,0.5977034999999999,0.07425520940159913,1.1,27,26,0,True,False,wall,42347,10337
764,-10.23,0,0.5974755,0.025225692506258685,1.1,24,23,0,True,False,wall,42371,10343
765,-10.33,0,0.5971525,0.04963519594295778,1.1,34,33,0,True,False,wall,42405,10352
766,-10.24,0,0.5969150000000001,0.00041775225933330756,1.1,25,24,0,True,False,wall,42430,10358
767,-10.25,0,0.596668,0.00038027231806024375,1.1,26,25,0,True,False,wall,42456,10365
768,-10.42,0,0.5962595,0.030015018733683972,1.1,43,42,0,True,False,wall,42499,10375
769,-10.3,0,0.5959650000000001,0.0004814362073375378,1.1,31,30,0,True,False,wall,42530,10383
770,-10.47,0,0.5955090000000001,0.01271663867131186,1,48,47,0,True,False,wall,42578,10395
771,-10.67,0,0.594863,0.04386339860759429,1,68,67,0,True,False,wall,42646,10412
772,-10.22,0,0.5946445,0.0005527645068165535,0.9,23,22,0,True,False,wall,42669,10418
773,-10.63,0,0.5940365000000001,0.028048706689332903,0.9,64,63,0,True,False,wall,42733,10434
774,-10.19,0,0.5938464999999999,0.00046476818388327954,0.9,20,19,0,True,False,wall,42753,10439
775,-10.450000000000001,0,0.5934095,0.00038444924840322613,0.8,46,45,0,True,False,wall,42799,10450
776,-10.24,0,0.593172,0.021627361882045597,0.8,25,24,0,True,False,wall,42824,10457
777,-10.26,0,0.5929155,0.00041556014912202954,0.8,27,26,0,True,False,wall,42851,10463
778,-10.370000000000001,0,0.5925545000000001,0.00031484637947869486,0.8,38,37,0,True,False,wall,42889,10473
779,-10.15,0,0.5924025,0.036965689021599246,0.8,16,15,0,True,False,wall,42905,10477
780,-10.530000000000001,0,0.5918895,0.00031188118625253154,0.8,54,53,0,True,False,wall,42959,10490
781,-10.23,0,0.5916615000000001,0.00024394045127943778,0.8,24,23,0,True,False,wall,42983,10496
782,-10.17,0,0.5914905,0.0003320838310173713,0.8,18,17,0,True,False,wall,43001,10501
783,-10.64,0,0.590873,0.009611999789740366,0.8,65,64,0,True,False,wall,43066,10517
784,-10.98,0,0.5899325,0.029927565252874048,0.8,99,98,0,True,False,wall,43165,10542
785,-10.67,0,0.5892865,0.009183693803018233,0.7,68,67,0,True,False,wall,43233,10559
786,-0.6899999999999977,10,0.588612,0.008705629347079795,0.8,71,70,1,True,False,wall,43304,10577
787,-10.12,0,0.5884885,0.0003631453146226704,0.8,13,12,0,True,False,wall,43317,10580
788,-11.07,0,0.5874625,0.011357102745225549,0.8,108,107,0,True,False,wall,43425,10607
789,-11.840000000000002,0,0.585705,0.01965560166591667,0.6,185,184,0,True,False,wall,43610,10653
790,-11.290000000000001,0,0.58447,0.013888306164352054,0.6,130,129,0,True,False,wall,43740,10686
791,-10.15,0,0.584318,0.00045799664076184854,0.6,16,15,0,True,False,wall,43756,10690
792,-10.450000000000001,0,0.583881,0.027021128018862906,0.6,46,45,0,True,False,wall,43802,10701
793,-10.28,0,0.5836055,0.0004192391726454454,0.6,29,28,0,True,False,wall,43831,10708
794,-10.66,0,0.5829690000000001,0.035065727315240484,0.6,67,66,0,True,False,wall,43898,10725
795,-10.34,0,0.5826365,0.049635416938043714,0.6,35,34,0,True,False,wall,43933,10734
796,-12.399999999999993,0,0.580347,0.012975969804635194,0.6,241,240,0,True,False,wall,44174,10794
797,-0.4800000000000004,10,0.5798719999999999,0.01181380874522102,0.7,50,49,1,True,False,wall,44224,10807
798,-10.26,0,0.5796155000000001,0.0003735322122035238,0.7,27,26,0,True,False,wall,44251,10813
799,-10.47,0,0.5791595,0.0008137060334168685,0.7,48,47,0,True,False,wall,44299,10825
800,-10.27,0,0.5788935,0.021416126419873244,0.7,28,27,0,True,False,wall,44327,10832
801,-10.6,0,0.578314,0.0372463322510157,0.7,61,60,0,True,False,wall,44388,10848
802,-10.88,0,0.5774684999999999,0.020719964880051768,0.7,89,88,0,True,False,wall,44477,10870
803,-10.92,0,0.576585,0.019741565583820415,0.7,93,92,0,True,False,wall,44570,10893
804,-10.91,0,0.5757110000000001,0.006831770319916794,0.6,92,91,0,True,False,wall,44662,10916
805,-10.34,0,0.5753785,0.03286910103472312,0.6,35,34,0,True,False,wall,44697,10925
806,-12.209999999999997,0,0.5732695000000001,0.024629814897939056,0.6,222,221,0,True,False,wall,44919,10980
807,-11.64,0,0.5717019999999999,0.021529894660488935,0.6,165,164,0,True,False,wall,45084,11022
808,-10.41,0,0.571303,0.014994282343832311,0.6,42,41,0,True,False,wall,45126,11032
809,-1.5499999999999865,10,0.5698115,0.011769660303775126,0.7,157,156,1,True,False,wall,45283,11071
810,-10.33,0,0.5694885000000001,0.016803237616032776,0.7,34,33,0,True,False,wall,45317,11080
811,-10.91,0,0.5686145,0.01948401019478257,0.7,92,91,0,True,False,wall,45409,11103
812,-10.59,0,0.5680445000000001,0.03995123610269123,0.7,60,59,0,True,False,wall,45469,11118
813,-10.5,0,0.5675600000000001,0.023395477453819834,0.7,51,50,0,True,False,wall,45520,11131
814,-0.29999999999999716,10,0.567256,0.05607543307269225,0.8,32,31,1,True,False,wall,45552,11139
815,-10.49,0,0.566781,0.025758760030536603,0.8,50,49,0,True,False,wall,45602,11151
816,-10.24,0,0.5665435000000001,0.02623438877344597,0.8,25,24,0,True,False,wall,45627,11157
817,-10.790000000000001,0,0.5657835,0.03033123459026683,0.8,80,79,0,True,False,wall,45707,11177
