episode,episode_reward,score,epsilon,training_loss,moving_average_score,steps,turn_rate,repeat_penalty,potential_reward
71,-10.41,0,0.96238,0.03207708213647658,0.14084507042253522,42,0.6904761904761905,0.0,0.0
72,-10.49,0,0.961905,0.025898235840334866,0.1388888888888889,50,0.74,0.0,0.0
73,-10.450000000000001,0,0.961468,0.024580153132167954,0.136986301369863,46,0.782608695652174,0.0,0.0
74,-0.4799999999999933,10,0.960993,0.019396253056280937,0.2702702702702703,50,0.7,0.0,0.0
75,-10.63,0,0.960385,0.014690322350361384,0.26666666666666666,64,0.5625,0.0,0.0
76,-10.41,0,0.959986,0.031217480247670956,0.2631578947368421,42,0.6904761904761905,0.0,0.0
77,-0.9699999999999829,10,0.9590455,0.01729999007269119,0.38961038961038963,99,0.7070707070707071,0.0,0.0
78,-1.0699999999999772,10,0.95801,0.031203490985457653,0.5128205128205128,109,0.7064220183486238,0.0,0.0
79,-10.860000000000001,0,0.9571835,0.024295037451554976,0.5063291139240507,87,0.6551724137931034,0.0,0.0
80,-10.58,0,0.956623,0.008336855036516985,0.5,59,0.6949152542372882,0.0,0.0
81,-10.35,0,0.956281,0.021260963507100113,0.49382716049382713,36,0.75,0.0,0.0
82,-10.47,0,0.955825,0.0038544300963015607,0.4878048780487805,48,0.5416666666666666,0.0,0.0
83,-10.3,0,0.9555305000000001,0.02219476696336642,0.4819277108433735,31,0.6129032258064516,0.0,0.0
84,-10.43,0,0.9551125,0.016798105535351417,0.47619047619047616,44,0.5681818181818182,0.0,0.0
85,-10.41,0,0.9547135,0.0023607917013578118,0.47058823529411764,42,0.5952380952380952,0.0,0.0
86,-10.76,0,0.953982,0.003502175287576392,0.46511627906976744,77,0.7142857142857143,0.0,0.0
87,-11.430000000000001,0,0.952614,0.0025940321437600586,0.45977011494252873,144,0.7152777777777778,0.0,0.0
88,-10.82,0,0.9518255,0.01706936956034042,0.45454545454545453,83,0.6626506024096386,0.0,0.0
89,-10.49,0,0.9513505,0.01413066339535782,0.449438202247191,50,0.64,0.0,0.0
90,-11.330000000000002,0,0.9500775,0.015930400450474048,0.4444444444444444,134,0.6044776119402985,0.0,0.0
91,-10.42,0,0.949669,0.0022189826651645653,0.43956043956043955,43,0.627906976744186,0.0,0.0
92,-0.49999999999999467,10,0.949175,0.01366683127036175,0.5434782608695652,52,0.6538461538461539,0.0,0.0
93,-10.32,0,0.9488615,0.001900753180962056,0.5376344086021505,33,0.5757575757575758,0.0,0.0
94,-10.38,0,0.948491,0.001666475075762719,0.5319148936170213,39,0.5641025641025641,0.0,0.0
95,-11.430000000000001,0,0.947123,0.018210286127416313,0.5263157894736842,144,0.6597222222222222,0.0,0.0
96,-10.55,0,0.946591,0.012338410110844831,0.5208333333333334,56,0.7857142857142857,0.0,0.0
97,-10.67,0,0.945945,0.010896444765796117,0.5154639175257731,68,0.6029411764705882,0.0,0.0
98,-10.8,0,0.9451755,0.009091751521918923,0.5102040816326531,81,0.7407407407407407,0.0,0.0
99,-11.120000000000001,0,0.944102,0.011888626252365267,0.5050505050505051,113,0.7256637168141593,0.0,0.0
100,-10.32,0,0.9437885,0.0014393509263754822,0.5,33,0.7272727272727273,0.0,0.0
