policy,block,episode,seed,random_action_seed,score,steps,steps_survived,food_collected,snake_length,steps_since_food,cause_of_death,end_reason,won,terminated,truncated,turn_ratio,episode_reward
Classic,500000,52,500051,,200,277,276,20,23,5,self,self,False,True,False,0.6750902527075813,187.4400000000008
Classic,500000,53,500052,,340,591,590,34,37,21,self,self,False,True,False,0.6040609137055838,324.4400000000026
Classic,500000,54,500053,,220,393,392,22,25,74,self,self,False,True,False,0.6590330788804071,206.30000000000118
Classic,500000,55,500054,,60,148,147,6,9,76,self,self,False,True,False,0.6216216216216216,48.59000000000021
Classic,500000,56,500055,,250,361,360,25,28,3,self,self,False,True,False,0.628808864265928,236.65000000000046
Classic,500000,57,500056,,240,399,398,24,27,24,self,self,False,True,False,0.5914786967418546,226.260000000001
Classic,500000,58,500057,,120,190,189,12,15,4,wall,wall,False,True,False,0.6684210526315789,108.22999999999963
Classic,500000,59,500058,,340,590,589,34,37,5,self,self,False,True,False,0.6271186440677966,324.4500000000029
Classic,500000,60,500059,,250,327,326,25,28,6,self,self,False,True,False,0.6697247706422018,236.99000000000066
Classic,500000,61,500060,,200,399,398,20,23,19,self,self,False,True,False,0.6942355889724311,186.22000000000057
Classic,500000,62,500061,,140,200,199,14,17,2,self,self,False,True,False,0.67,128.1499999999998
Classic,500000,63,500062,,430,867,866,43,46,6,self,self,False,True,False,0.6251441753171857,411.77000000000373
Classic,500000,64,500063,,300,473,472,30,33,16,self,self,False,True,False,0.642706131078224,285.58000000000175
Classic,500000,65,500064,,330,554,553,33,36,9,self,self,False,True,False,0.5938628158844765,314.80000000000274
Classic,500000,66,500065,,180,288,287,18,21,9,self,self,False,True,False,0.5520833333333334,167.3099999999999
Classic,500000,67,500066,,460,836,835,46,49,35,self,self,False,True,False,0.6375598086124402,442.1100000000042
Classic,500000,68,500067,,430,730,729,43,46,25,self,self,False,True,False,0.6095890410958904,413.1400000000044
Classic,500000,69,500068,,270,570,569,27,30,7,self,self,False,True,False,0.6473684210526316,254.5800000000031
Classic,500000,70,500069,,330,533,532,33,36,11,self,self,False,True,False,0.649155722326454,315.01000000000204
Classic,500000,71,500070,,270,380,379,27,30,17,self,self,False,True,False,0.631578947368421,256.48000000000127
Classic,500000,72,500071,,350,494,493,35,38,9,self,self,False,True,False,0.6417004048582996,335.4200000000023
Classic,500000,73,500072,,270,397,396,27,30,18,self,self,False,True,False,0.6297229219143576,256.31000000000154
Classic,500000,74,500073,,290,441,440,29,32,1,wall,wall,False,True,False,0.6394557823129252,275.8900000000023
Classic,500000,75,500074,,360,648,647,36,39,10,self,self,False,True,False,0.6064814814814815,343.8900000000035
Classic,500000,76,500075,,360,701,700,36,39,9,self,self,False,True,False,0.5820256776034237,343.36000000000365
Classic,500000,77,500076,,180,301,300,18,21,34,self,self,False,True,False,0.5514950166112956,167.1800000000006
Classic,500000,78,500077,,200,313,312,20,23,10,wall,wall,False,True,False,0.6517571884984026,187.08000000000084
Classic,500000,79,500078,,330,570,569,33,36,7,self,self,False,True,False,0.6228070175438597,314.64000000000215
Classic,500000,80,500079,,220,289,288,22,25,1,wall,wall,False,True,False,0.671280276816609,207.34000000000083
Classic,500000,81,500080,,520,1144,1143,52,55,2,self,self,False,True,False,0.5524475524475524,499.09000000000674
Classic,500000,82,500081,,340,537,536,34,37,15,self,self,False,True,False,0.6554934823091247,324.98000000000206
Classic,500000,83,500082,,390,709,708,39,42,15,self,self,False,True,False,0.5796897038081805,373.3100000000045
Classic,500000,84,500083,,480,885,884,48,51,29,self,self,False,True,False,0.6350282485875707,461.6400000000046
Classic,500000,85,500084,,300,503,502,30,33,6,self,self,False,True,False,0.5984095427435387,285.280000000002
Classic,500000,86,500085,,340,570,569,34,37,7,self,self,False,True,False,0.631578947368421,324.6500000000028
Classic,500000,87,500086,,290,459,458,29,32,7,self,self,False,True,False,0.6557734204793029,275.71000000000134
Classic,500000,88,500087,,220,372,371,22,25,1,wall,wall,False,True,False,0.6182795698924731,206.51000000000124
Classic,500000,89,500088,,180,287,286,18,21,1,self,self,False,True,False,0.5958188153310104,167.32
Classic,500000,90,500089,,220,396,395,22,25,7,self,self,False,True,False,0.5732323232323232,206.27000000000035
Classic,500000,91,500090,,200,288,287,20,23,20,self,self,False,True,False,0.6388888888888888,187.33000000000038
Classic,500000,92,500091,,200,292,291,20,23,18,wall,wall,False,True,False,0.613013698630137,187.2900000000002
Classic,500000,93,500092,,260,479,478,26,29,12,self,self,False,True,False,0.6722338204592901,245.48000000000138
Classic,500000,94,500093,,360,767,766,36,39,4,wall,wall,False,True,False,0.5919165580182529,342.7000000000037
Classic,500000,95,500094,,200,327,326,20,23,9,self,self,False,True,False,0.5015290519877675,186.9400000000004
Classic,500000,96,500095,,240,409,408,24,27,6,self,self,False,True,False,0.6259168704156479,226.1600000000008
Classic,500000,97,500096,,250,391,390,25,28,1,self,self,False,True,False,0.618925831202046,236.35000000000056
Classic,500000,98,500097,,250,448,447,25,28,9,self,self,False,True,False,0.5870535714285714,235.78000000000105
Classic,500000,99,500098,,260,451,450,26,29,16,self,self,False,True,False,0.6784922394678492,245.760000000001
Classic,500000,100,500099,,160,258,257,16,19,13,self,self,False,True,False,0.5968992248062015,147.59000000000037
Strategy,500000,1,500000,,480,883,882,48,51,15,self,self,False,True,False,0.41676104190260477,461.6600000000051
Strategy,500000,2,500001,,250,378,377,25,28,17,self,self,False,True,False,0.43915343915343913,236.4800000000014
Strategy,500000,3,500002,,580,970,969,58,61,27,self,self,False,True,False,0.40824742268041236,560.8900000000069
Strategy,500000,4,500003,,230,347,346,23,26,3,self,self,False,True,False,0.3919308357348703,216.77000000000095
Strategy,500000,5,500004,,170,225,224,17,20,3,self,self,False,True,False,0.39555555555555555,157.93000000000012
Strategy,500000,6,500005,,230,294,293,23,26,23,self,self,False,True,False,0.445578231292517,217.30000000000084
Strategy,500000,7,500006,,240,326,325,24,27,3,self,self,False,True,False,0.4294478527607362,226.99000000000086
Strategy,500000,8,500007,,320,534,533,32,35,9,self,self,False,True,False,0.449438202247191,304.990000000003
Strategy,500000,9,500008,,160,275,274,16,19,3,self,self,False,True,False,0.36363636363636365,147.41999999999985
Strategy,500000,10,500009,,470,823,822,47,50,21,self,self,False,True,False,0.3669501822600243,452.2500000000042
Strategy,500000,11,500010,,140,182,181,14,17,10,self,self,False,True,False,0.521978021978022,128.33000000000007
Strategy,500000,12,500011,,370,595,594,37,40,15,self,self,False,True,False,0.4084033613445378,354.43000000000285
Strategy,500000,13,500012,,330,510,509,33,36,11,self,self,False,True,False,0.396078431372549,315.2400000000023
Strategy,500000,14,500013,,130,167,166,13,16,2,self,self,False,True,False,0.40718562874251496,118.46999999999969
Strategy,500000,15,500014,,350,555,554,35,38,6,self,self,False,True,False,0.43423423423423424,334.81000000000233
Strategy,500000,16,500015,,250,404,403,25,28,26,self,self,False,True,False,0.4282178217821782,236.2200000000014
Strategy,500000,17,500016,,300,467,466,30,33,23,self,self,False,True,False,0.3961456102783726,285.64000000000215
Strategy,500000,18,500017,,210,312,311,21,24,14,self,self,False,True,False,0.3782051282051282,197.10000000000062
Strategy,500000,19,500018,,290,509,508,29,32,13,self,self,False,True,False,0.36345776031434185,275.2100000000025
Strategy,500000,20,500019,,420,594,593,42,45,10,self,self,False,True,False,0.3686868686868687,404.49000000000314
Strategy,500000,21,500020,,670,1389,1388,67,70,18,self,self,False,True,False,0.4118070554355652,646.7900000000096
Strategy,500000,22,500021,,220,253,252,22,25,1,self,self,False,True,False,0.47035573122529645,207.7000000000005
Strategy,500000,23,500022,,80,104,103,8,11,3,self,self,False,True,False,0.4519230769230769,69.05000000000003
Strategy,500000,24,500023,,240,422,421,24,27,11,self,self,False,True,False,0.4146919431279621,226.03000000000145
Strategy,500000,25,500024,,320,515,514,32,35,13,self,self,False,True,False,0.37087378640776697,305.1800000000022
Strategy,500000,26,500025,,430,621,620,43,46,8,self,self,False,True,False,0.4106280193236715,414.2300000000038
Strategy,500000,27,500026,,230,379,378,23,26,6,self,self,False,True,False,0.40633245382585753,216.45000000000127
Strategy,500000,28,500027,,370,552,551,37,40,27,self,self,False,True,False,0.4057971014492754,354.86000000000297
Strategy,500000,29,500028,,320,555,554,32,35,15,self,self,False,True,False,0.3837837837837838,304.78000000000304
Strategy,500000,30,500029,,340,597,596,34,37,9,self,self,False,True,False,0.3685092127303183,324.38000000000284
Strategy,500000,31,500030,,400,621,620,40,43,24,self,self,False,True,False,0.4331723027375201,384.20000000000346
Strategy,500000,32,500031,,220,294,293,22,25,7,self,self,False,True,False,0.4557823129251701,207.290000000001
Strategy,500000,33,500032,,200,258,257,20,23,2,self,self,False,True,False,0.4263565891472868,187.6300000000004
Strategy,500000,34,500033,,420,654,653,42,45,6,self,self,False,True,False,0.4036697247706422,403.89000000000374
Strategy,500000,35,500034,,440,752,751,44,47,12,self,self,False,True,False,0.37367021276595747,422.93000000000467
Strategy,500000,36,500035,,260,424,423,26,29,7,self,self,False,True,False,0.3632075471698113,246.03000000000145
Strategy,500000,37,500036,,260,393,392,26,29,18,self,self,False,True,False,0.4402035623409669,246.34000000000145
Strategy,500000,38,500037,,70,74,73,7,10,1,self,self,False,True,False,0.44594594594594594,59.34000000000003
Strategy,500000,39,500038,,530,916,915,53,56,20,self,self,False,True,False,0.38100436681222705,511.3800000000058
Strategy,500000,40,500039,,200,336,335,20,23,1,self,self,False,True,False,0.37797619047619047,186.85000000000025
Strategy,500000,41,500040,,210,302,301,21,24,9,self,self,False,True,False,0.4735099337748344,197.20000000000059
Strategy,500000,42,500041,,310,421,420,31,34,3,self,self,False,True,False,0.46318289786223277,296.1100000000016
Strategy,500000,43,500042,,330,465,464,33,36,13,self,self,False,True,False,0.3978494623655914,315.69000000000193
Strategy,500000,44,500043,,270,384,383,27,30,11,self,self,False,True,False,0.4427083333333333,256.44000000000176
Strategy,500000,45,500044,,350,518,517,35,38,1,self,self,False,True,False,0.41505791505791506,335.18000000000274
Strategy,500000,46,500045,,420,619,618,42,45,3,self,self,False,True,False,0.41518578352180935,404.2400000000032
Strategy,500000,47,500046,,180,306,305,18,21,10,wall,wall,False,True,False,0.43137254901960786,167.1300000000001
Strategy,500000,48,500047,,380,682,681,38,41,1,wall,wall,False,True,False,0.33284457478005863,363.5700000000034
Strategy,500000,49,500048,,510,867,866,51,54,18,self,self,False,True,False,0.37946943483275664,491.85000000000514
Strategy,500000,50,500049,,270,440,439,27,30,33,wall,wall,False,True,False,0.4340909090909091,255.88000000000181
Strategy,500000,51,500050,,20,30,29,2,5,1,self,self,False,True,False,0.5,9.730000000000004
Strategy,500000,52,500051,,110,127,126,11,14,3,self,self,False,True,False,0.48031496062992124,98.84999999999982
Strategy,500000,53,500052,,160,270,269,16,19,7,self,self,False,True,False,0.42962962962962964,147.47000000000023
Strategy,500000,54,500053,,420,680,679,42,45,23,self,self,False,True,False,0.425,403.6300000000041
Strategy,500000,55,500054,,340,545,544,34,37,10,self,self,False,True,False,0.3541284403669725,324.90000000000293
Strategy,500000,56,500055,,260,395,394,26,29,3,self,self,False,True,False,0.4835443037974684,246.3200000000009
Strategy,500000,57,500056,,220,329,328,22,25,7,self,self,False,True,False,0.41033434650455924,206.94000000000085
Strategy,500000,58,500057,,310,454,453,31,34,15,self,self,False,True,False,0.3634361233480176,295.7800000000017
Strategy,500000,59,500058,,360,504,503,36,39,5,self,self,False,True,False,0.4107142857142857,345.33000000000214
Strategy,500000,60,500059,,460,606,605,46,49,9,self,self,False,True,False,0.429042904290429,444.4100000000033
Strategy,500000,61,500060,,150,222,221,15,18,1,self,self,False,True,False,0.3963963963963964,137.93999999999988
Strategy,500000,62,500061,,340,555,554,34,37,18,self,self,False,True,False,0.37657657657657656,324.80000000000314
Strategy,500000,63,500062,,80,137,136,8,11,1,wall,wall,False,True,False,0.39416058394160586,68.71999999999994
Strategy,500000,64,500063,,280,367,366,28,31,8,self,self,False,True,False,0.40599455040871935,266.62000000000126
Strategy,500000,65,500064,,320,574,573,32,35,23,self,self,False,True,False,0.3989547038327526,304.59000000000253
Strategy,500000,66,500065,,240,347,346,24,27,12,self,self,False,True,False,0.37175792507204614,226.78000000000083
Strategy,500000,67,500066,,200,250,249,20,23,5,self,self,False,True,False,0.432,187.71000000000055
Strategy,500000,68,500067,,320,546,545,32,35,17,self,self,False,True,False,0.39377289377289376,304.87000000000296
Strategy,500000,69,500068,,290,420,419,29,32,3,self,self,False,True,False,0.3976190476190476,276.10000000000196
Strategy,500000,70,500069,,320,438,437,32,35,12,self,self,False,True,False,0.4063926940639269,305.9500000000019
Strategy,500000,71,500070,,390,536,535,39,42,5,self,self,False,True,False,0.38992537313432835,375.04000000000246
Strategy,500000,72,500071,,260,362,361,26,29,1,self,self,False,True,False,0.39779005524861877,246.65000000000134
Strategy,500000,73,500072,,230,336,335,23,26,2,self,self,False,True,False,0.4732142857142857,216.88000000000113
Strategy,500000,74,500073,,600,912,911,60,63,7,self,self,False,True,False,0.3980263157894737,581.4900000000064
Strategy,500000,75,500074,,440,835,834,44,47,9,self,self,False,True,False,0.3568862275449102,422.1000000000054
Strategy,500000,76,500075,,420,622,621,42,45,15,self,self,False,True,False,0.3778135048231511,404.2100000000033
Strategy,500000,77,500076,,260,417,416,26,29,26,self,self,False,True,False,0.45323741007194246,246.10000000000173
Strategy,500000,78,500077,,140,179,178,14,17,5,self,self,False,True,False,0.4301675977653631,128.35999999999973
Strategy,500000,79,500078,,140,223,222,14,17,20,self,self,False,True,False,0.3901345291479821,127.92000000000002
Strategy,500000,80,500079,,290,403,402,29,32,3,self,self,False,True,False,0.4094292803970223,276.2700000000017
Strategy,500000,81,500080,,340,626,625,34,37,1,self,self,False,True,False,0.3706070287539936,324.09000000000333
Strategy,500000,82,500081,,200,280,279,20,23,6,self,self,False,True,False,0.3821428571428571,187.4100000000001
Strategy,500000,83,500082,,280,389,388,28,31,12,self,self,False,True,False,0.42930591259640105,266.4000000000016
Strategy,500000,84,500083,,230,368,367,23,26,9,self,self,False,True,False,0.391304347826087,216.56000000000114
Strategy,500000,85,500084,,220,344,343,22,25,8,self,self,False,True,False,0.375,206.790000000001
Strategy,500000,86,500085,,390,647,646,39,42,27,self,self,False,True,False,0.38639876352395675,373.9300000000038
Strategy,500000,87,500086,,250,362,361,25,28,7,self,self,False,True,False,0.3674033149171271,236.6400000000009
Strategy,500000,88,500087,,370,571,570,37,40,6,self,self,False,True,False,0.3975481611208406,354.6700000000032
Strategy,500000,89,500088,,220,332,331,22,25,4,self,self,False,True,False,0.4066265060240964,206.91000000000068
Strategy,500000,90,500089,,310,555,554,31,34,8,self,self,False,True,False,0.34774774774774775,294.770000000002
Strategy,500000,91,500090,,340,496,495,34,37,18,self,self,False,True,False,0.4032258064516129,325.39000000000254
Strategy,500000,92,500091,,410,681,680,41,44,19,self,self,False,True,False,0.4111600587371512,393.6100000000037
Strategy,500000,93,500092,,410,708,707,41,44,2,self,self,False,True,False,0.4406779661016949,393.3400000000039
Strategy,500000,94,500093,,170,298,297,17,20,1,self,self,False,True,False,0.32550335570469796,157.1999999999997
Strategy,500000,95,500094,,320,543,542,32,35,16,self,self,False,True,False,0.32044198895027626,304.90000000000265
Strategy,500000,96,500095,,330,470,469,33,36,10,wall,wall,False,True,False,0.44042553191489364,315.640000000002
Strategy,500000,97,500096,,60,68,67,6,9,1,self,self,False,True,False,0.5441176470588235,49.39000000000002
Strategy,500000,98,500097,,270,399,398,27,30,5,self,self,False,True,False,0.3634085213032581,256.2900000000014
Strategy,500000,99,500098,,330,556,555,33,36,2,wall,wall,False,True,False,0.4136690647482014,314.7800000000021
Strategy,500000,100,500099,,370,627,626,37,40,34,wall,wall,False,True,False,0.3413078149920255,354.11000000000365
Random,501000,1,501000,1501000,0,55,54,0,3,55,wall,wall,False,True,False,0.6909090909090909,-10.540000000000001
Random,501000,2,501001,1501000,0,243,242,0,3,243,wall,wall,False,True,False,0.7283950617283951,-12.419999999999993
Random,501000,3,501002,1501000,10,42,41,1,4,37,wall,wall,False,True,False,0.6904761904761905,-0.3999999999999915
Random,501000,4,501003,1501000,0,124,123,0,3,124,wall,wall,False,True,False,0.6451612903225806,-11.23
Random,501000,5,501004,1501000,0,173,172,0,3,173,wall,wall,False,True,False,0.6763005780346821,-11.72
Random,501000,6,501005,1501000,0,29,28,0,3,29,wall,wall,False,True,False,0.6551724137931034,-10.28
Random,501000,7,501006,1501000,0,57,56,0,3,57,wall,wall,False,True,False,0.6666666666666666,-10.56
Random,501000,8,501007,1501000,0,77,76,0,3,77,wall,wall,False,True,False,0.7142857142857143,-10.76
Random,501000,9,501008,1501000,0,54,53,0,3,54,wall,wall,False,True,False,0.5740740740740741,-10.530000000000001
Random,501000,10,501009,1501000,0,57,56,0,3,57,wall,wall,False,True,False,0.7543859649122807,-10.56
Random,501000,11,501010,1501000,0,116,115,0,3,116,wall,wall,False,True,False,0.6120689655172413,-11.15
Random,501000,12,501011,1501000,0,44,43,0,3,44,wall,wall,False,True,False,0.7727272727272727,-10.43
Random,501000,13,501012,1501000,0,37,36,0,3,37,wall,wall,False,True,False,0.5405405405405406,-10.36
Random,501000,14,501013,1501000,0,98,97,0,3,98,wall,wall,False,True,False,0.6326530612244898,-10.97
Random,501000,15,501014,1501000,0,74,73,0,3,74,wall,wall,False,True,False,0.6351351351351351,-10.73
Random,501000,16,501015,1501000,20,14,13,2,5,5,self,self,False,True,False,0.7142857142857143,9.889999999999993
Random,501000,17,501016,1501000,0,31,30,0,3,31,wall,wall,False,True,False,0.6451612903225806,-10.3
Random,501000,18,501017,1501000,0,36,35,0,3,36,wall,wall,False,True,False,0.5833333333333334,-10.35
Random,501000,19,501018,1501000,0,261,260,0,3,261,wall,wall,False,True,False,0.7126436781609196,-12.599999999999989
Random,501000,20,501019,1501000,0,27,26,0,3,27,wall,wall,False,True,False,0.6296296296296297,-10.26
Random,501000,21,501020,1501000,10,223,222,1,4,64,wall,wall,False,True,False,0.6816143497757847,-2.2099999999999884
Random,501000,22,501021,1501000,0,35,34,0,3,35,wall,wall,False,True,False,0.4857142857142857,-10.34
Random,501000,23,501022,1501000,0,136,135,0,3,136,wall,wall,False,True,False,0.6102941176470589,-11.350000000000001
Random,501000,24,501023,1501000,0,208,207,0,3,208,wall,wall,False,True,False,0.7163461538461539,-12.07
Random,501000,25,501024,1501000,0,75,74,0,3,75,wall,wall,False,True,False,0.68,-10.74
Random,501000,26,501025,1501000,0,154,153,0,3,154,wall,wall,False,True,False,0.7402597402597403,-11.530000000000001
Random,501000,27,501026,1501000,0,28,27,0,3,28,wall,wall,False,True,False,0.5357142857142857,-10.27
Random,501000,28,501027,1501000,0,21,20,0,3,21,wall,wall,False,True,False,0.5714285714285714,-10.2
Random,501000,29,501028,1501000,0,74,73,0,3,74,wall,wall,False,True,False,0.7297297297297297,-10.73
Random,501000,30,501029,1501000,0,59,58,0,3,59,wall,wall,False,True,False,0.711864406779661,-10.58
Random,501000,31,501030,1501000,0,70,69,0,3,70,wall,wall,False,True,False,0.6428571428571429,-10.690000000000001
Random,501000,32,501031,1501000,0,41,40,0,3,41,wall,wall,False,True,False,0.6097560975609756,-10.4
Random,501000,33,501032,1501000,0,55,54,0,3,55,wall,wall,False,True,False,0.7272727272727273,-10.540000000000001
Random,501000,34,501033,1501000,10,53,52,1,4,30,wall,wall,False,True,False,0.7169811320754716,-0.5099999999999945
Random,501000,35,501034,1501000,0,34,33,0,3,34,wall,wall,False,True,False,0.5588235294117647,-10.33
Random,501000,36,501035,1501000,0,32,31,0,3,32,wall,wall,False,True,False,0.59375,-10.31
Random,501000,37,501036,1501000,0,33,32,0,3,33,wall,wall,False,True,False,0.7272727272727273,-10.32
Random,501000,38,501037,1501000,0,171,170,0,3,171,wall,wall,False,True,False,0.7309941520467836,-11.700000000000001
Random,501000,39,501038,1501000,20,144,143,2,5,11,self,self,False,True,False,0.6736111111111112,8.59000000000001
Random,501000,40,501039,1501000,0,62,61,0,3,62,wall,wall,False,True,False,0.6451612903225806,-10.61
Random,501000,41,501040,1501000,0,86,85,0,3,86,wall,wall,False,True,False,0.7209302325581395,-10.850000000000001
Random,501000,42,501041,1501000,10,34,33,1,4,25,wall,wall,False,True,False,0.5882352941176471,-0.31999999999999496
Random,501000,43,501042,1501000,0,51,50,0,3,51,wall,wall,False,True,False,0.6470588235294118,-10.5
Random,501000,44,501043,1501000,0,23,22,0,3,23,wall,wall,False,True,False,0.6956521739130435,-10.22
Random,501000,45,501044,1501000,10,18,17,1,4,5,wall,wall,False,True,False,0.6666666666666666,-0.15999999999999837
Random,501000,46,501045,1501000,0,66,65,0,3,66,wall,wall,False,True,False,0.6212121212121212,-10.65
Random,501000,47,501046,1501000,0,64,63,0,3,64,wall,wall,False,True,False,0.703125,-10.63
Random,501000,48,501047,1501000,0,17,16,0,3,17,wall,wall,False,True,False,0.6470588235294118,-10.16
Random,501000,49,501048,1501000,0,90,89,0,3,90,wall,wall,False,True,False,0.6222222222222222,-10.89
Random,501000,50,501049,1501000,0,74,73,0,3,74,wall,wall,False,True,False,0.5945945945945946,-10.73
Random,501000,51,501050,1501000,0,108,107,0,3,108,wall,wall,False,True,False,0.6481481481481481,-11.07
Random,501000,52,501051,1501000,0,110,109,0,3,110,wall,wall,False,True,False,0.6636363636363637,-11.09
Random,501000,53,501052,1501000,0,29,28,0,3,29,wall,wall,False,True,False,0.7586206896551724,-10.28
Random,501000,54,501053,1501000,0,156,155,0,3,156,wall,wall,False,True,False,0.6730769230769231,-11.55
Random,501000,55,501054,1501000,0,40,39,0,3,40,wall,wall,False,True,False,0.625,-10.39
Random,501000,56,501055,1501000,0,72,71,0,3,72,wall,wall,False,True,False,0.6111111111111112,-10.71
Random,501000,57,501056,1501000,0,62,61,0,3,62,wall,wall,False,True,False,0.7903225806451613,-10.61
Random,501000,58,501057,1501000,10,68,67,1,4,13,wall,wall,False,True,False,0.6617647058823529,-0.6599999999999984
Random,501000,59,501058,1501000,0,19,18,0,3,19,wall,wall,False,True,False,0.3684210526315789,-10.18
Random,501000,60,501059,1501000,10,136,135,1,4,101,wall,wall,False,True,False,0.6397058823529411,-1.3399999999999785
Random,501000,61,501060,1501000,0,62,61,0,3,62,wall,wall,False,True,False,0.6290322580645161,-10.61
Random,501000,62,501061,1501000,0,115,114,0,3,115,wall,wall,False,True,False,0.6869565217391305,-11.14
Random,501000,63,501062,1501000,0,28,27,0,3,28,wall,wall,False,True,False,0.7142857142857143,-10.27
Random,501000,64,501063,1501000,0,33,32,0,3,33,wall,wall,False,True,False,0.696969696969697,-10.32
Random,501000,65,501064,1501000,0,51,50,0,3,51,wall,wall,False,True,False,0.7647058823529411,-10.5
Random,501000,66,501065,1501000,0,60,59,0,3,60,wall,wall,False,True,False,0.5833333333333334,-10.59
Random,501000,67,501066,1501000,0,31,30,0,3,31,wall,wall,False,True,False,0.7096774193548387,-10.3
Random,501000,68,501067,1501000,10,117,116,1,4,75,wall,wall,False,True,False,0.6153846153846154,-1.1499999999999844
Random,501000,69,501068,1501000,10,164,163,1,4,18,wall,wall,False,True,False,0.6951219512195121,-1.6199999999999974
Random,501000,70,501069,1501000,0,38,37,0,3,38,wall,wall,False,True,False,0.7105263157894737,-10.370000000000001
Random,501000,71,501070,1501000,0,69,68,0,3,69,wall,wall,False,True,False,0.7246376811594203,-10.68
Random,501000,72,501071,1501000,0,117,116,0,3,117,wall,wall,False,True,False,0.7350427350427351,-11.16
Random,501000,73,501072,1501000,0,31,30,0,3,31,wall,wall,False,True,False,0.6774193548387096,-10.3
Random,501000,74,501073,1501000,10,59,58,1,4,10,wall,wall,False,True,False,0.7288135593220338,-0.5699999999999985
Random,501000,75,501074,1501000,0,92,91,0,3,92,wall,wall,False,True,False,0.6086956521739131,-10.91
Random,501000,76,501075,1501000,0,46,45,0,3,46,wall,wall,False,True,False,0.717391304347826,-10.450000000000001
Random,501000,77,501076,1501000,0,99,98,0,3,99,wall,wall,False,True,False,0.6565656565656566,-10.98
Random,501000,78,501077,1501000,0,184,183,0,3,184,wall,wall,False,True,False,0.6684782608695652,-11.830000000000002
Random,501000,79,501078,1501000,0,74,73,0,3,74,wall,wall,False,True,False,0.6891891891891891,-10.73
Random,501000,80,501079,1501000,0,39,38,0,3,39,wall,wall,False,True,False,0.717948717948718,-10.38
Random,501000,81,501080,1501000,0,66,65,0,3,66,wall,wall,False,True,False,0.6363636363636364,-10.65
Random,501000,82,501081,1501000,0,67,66,0,3,67,wall,wall,False,True,False,0.6865671641791045,-10.66
Random,501000,83,501082,1501000,0,117,116,0,3,117,wall,wall,False,True,False,0.5811965811965812,-11.16
Random,501000,84,501083,1501000,0,63,62,0,3,63,wall,wall,False,True,False,0.7142857142857143,-10.620000000000001
Random,501000,85,501084,1501000,0,19,18,0,3,19,wall,wall,False,True,False,0.6842105263157895,-10.18
Random,501000,86,501085,1501000,10,149,148,1,4,78,wall,wall,False,True,False,0.6845637583892618,-1.4699999999999847
Random,501000,87,501086,1501000,0,39,38,0,3,39,wall,wall,False,True,False,0.717948717948718,-10.38
Random,501000,88,501087,1501000,0,25,24,0,3,25,wall,wall,False,True,False,0.56,-10.24
Random,501000,89,501088,1501000,10,123,122,1,4,8,wall,wall,False,True,False,0.6991869918699187,-1.209999999999999
Random,501000,90,501089,1501000,0,29,28,0,3,29,wall,wall,False,True,False,0.6551724137931034,-10.28
Random,501000,91,501090,1501000,10,108,107,1,4,10,wall,wall,False,True,False,0.7129629629629629,-1.0599999999999987
Random,501000,92,501091,1501000,0,93,92,0,3,93,wall,wall,False,True,False,0.6021505376344086,-10.92
Random,501000,93,501092,1501000,0,98,97,0,3,98,wall,wall,False,True,False,0.6938775510204082,-10.97
Random,501000,94,501093,1501000,10,72,71,1,4,22,wall,wall,False,True,False,0.6666666666666666,-0.6999999999999957
Random,501000,95,501094,1501000,0,52,51,0,3,52,wall,wall,False,True,False,0.6153846153846154,-10.51
Random,501000,96,501095,1501000,0,40,39,0,3,40,wall,wall,False,True,False,0.675,-10.39
Random,501000,97,501096,1501000,10,59,58,1,4,42,wall,wall,False,True,False,0.6610169491525424,-0.5699999999999914
Random,501000,98,501097,1501000,0,63,62,0,3,63,wall,wall,False,True,False,0.8095238095238095,-10.620000000000001
Random,501000,99,501098,1501000,0,136,135,0,3,136,wall,wall,False,True,False,0.6323529411764706,-11.350000000000001
Random,501000,100,501099,1501000,0,90,89,0,3,90,wall,wall,False,True,False,0.6333333333333333,-10.89
Heuristic,501000,1,501000,,200,306,305,20,23,7,self,self,False,True,False,0.12418300653594772,187.15000000000038
Heuristic,501000,2,501001,,220,231,230,22,25,3,self,self,False,True,False,0.18614718614718614,207.92000000000064
Heuristic,501000,3,501002,,170,214,213,17,20,15,self,self,False,True,False,0.1588785046728972,158.04000000000013
Heuristic,501000,4,501003,,140,201,200,14,17,4,self,self,False,True,False,0.12935323383084577,128.13999999999956
Heuristic,501000,5,501004,,460,810,809,46,49,31,self,self,False,True,False,0.13333333333333333,442.37000000000523
Heuristic,501000,6,501005,,380,574,573,38,41,28,self,self,False,True,False,0.11498257839721254,364.65000000000293
Heuristic,501000,7,501006,,200,319,318,20,23,13,self,self,False,True,False,0.11912225705329153,187.02000000000035
Heuristic,501000,8,501007,,320,468,467,32,35,13,self,self,False,True,False,0.1282051282051282,305.650000000002
Heuristic,501000,9,501008,,280,425,424,28,31,17,self,self,False,True,False,0.12,266.0400000000018
Heuristic,501000,10,501009,,580,1016,1015,58,61,26,self,self,False,True,False,0.1309055118110236,560.4300000000071
Heuristic,501000,11,501010,,170,220,219,17,20,16,self,self,False,True,False,0.1590909090909091,157.9800000000002
Heuristic,501000,12,501011,,260,384,383,26,29,7,self,self,False,True,False,0.12239583333333333,246.43000000000097
