policy,block,episode,seed,random_action_seed,score,steps,steps_survived,food_collected,snake_length,steps_since_food,cause_of_death,end_reason,won,terminated,truncated,turn_ratio,episode_reward
Heuristic,501000,13,501012,,150,167,166,15,18,9,self,self,False,True,False,0.17964071856287425,138.48999999999978
Heuristic,501000,14,501013,,410,662,661,41,44,11,self,self,False,True,False,0.16314199395770393,393.8000000000045
Heuristic,501000,15,501014,,260,390,389,26,29,9,self,self,False,True,False,0.12051282051282051,246.37000000000143
Heuristic,501000,16,501015,,270,350,349,27,30,23,self,self,False,True,False,0.16,256.780000000001
Heuristic,501000,17,501016,,270,414,413,27,30,16,self,self,False,True,False,0.14492753623188406,256.14000000000135
Heuristic,501000,18,501017,,100,113,112,10,13,9,self,self,False,True,False,0.18584070796460178,88.97999999999989
Heuristic,501000,19,501018,,170,184,183,17,20,9,self,self,False,True,False,0.15760869565217392,158.3400000000002
Heuristic,501000,20,501019,,230,262,261,23,26,15,self,self,False,True,False,0.16412213740458015,217.62000000000072
Heuristic,501000,21,501020,,450,797,796,45,48,25,self,self,False,True,False,0.12296110414052698,432.4900000000048
Heuristic,501000,22,501021,,360,507,506,36,39,13,self,self,False,True,False,0.14003944773175542,345.30000000000297
Heuristic,501000,23,501022,,260,359,358,26,29,3,self,self,False,True,False,0.13649025069637882,246.68000000000137
Heuristic,501000,24,501023,,220,271,270,22,25,11,self,self,False,True,False,0.14391143911439114,207.52000000000072
Heuristic,501000,25,501024,,310,557,556,31,34,25,self,self,False,True,False,0.12208258527827648,294.75000000000273
Heuristic,501000,26,501025,,350,614,613,35,38,25,self,self,False,True,False,0.13355048859934854,334.22000000000276
Heuristic,501000,27,501026,,330,482,481,33,36,21,self,self,False,True,False,0.13278008298755187,315.5200000000026
Heuristic,501000,28,501027,,270,370,369,27,30,9,self,self,False,True,False,0.12702702702702703,256.5800000000015
Heuristic,501000,29,501028,,300,437,436,30,33,8,self,self,False,True,False,0.12128146453089245,285.9400000000012
Heuristic,501000,30,501029,,410,701,700,41,44,33,self,self,False,True,False,0.14407988587731813,393.4100000000044
Heuristic,501000,31,501030,,300,428,427,30,33,19,self,self,False,True,False,0.14485981308411214,286.0300000000017
Heuristic,501000,32,501031,,110,124,123,11,14,3,self,self,False,True,False,0.1693548387096774,98.87999999999985
Heuristic,501000,33,501032,,430,691,690,43,46,20,self,self,False,True,False,0.1316931982633864,413.53000000000344
Heuristic,501000,34,501033,,170,233,232,17,20,11,self,self,False,True,False,0.17167381974248927,157.8500000000003
Heuristic,501000,35,501034,,240,370,369,24,27,19,self,self,False,True,False,0.11351351351351352,226.55000000000132
Heuristic,501000,36,501035,,340,595,594,34,37,15,self,self,False,True,False,0.11428571428571428,324.40000000000276
Heuristic,501000,37,501036,,280,426,425,28,31,34,self,self,False,True,False,0.1267605633802817,266.03000000000173
Heuristic,501000,38,501037,,360,535,534,36,39,25,self,self,False,True,False,0.11775700934579439,345.02000000000197
Heuristic,501000,39,501038,,280,376,375,28,31,11,self,self,False,True,False,0.1356382978723404,266.5300000000011
Heuristic,501000,40,501039,,320,530,529,32,35,8,self,self,False,True,False,0.10566037735849057,305.0300000000025
Heuristic,501000,41,501040,,200,259,258,20,23,6,self,self,False,True,False,0.1274131274131274,187.62000000000052
Heuristic,501000,42,501041,,340,450,449,34,37,9,self,self,False,True,False,0.12222222222222222,325.85000000000207
Heuristic,501000,43,501042,,130,210,209,13,16,3,self,self,False,True,False,0.10952380952380952,118.03999999999968
Heuristic,501000,44,501043,,430,726,725,43,46,21,self,self,False,True,False,0.12121212121212122,413.18000000000455
Heuristic,501000,45,501044,,350,431,430,35,38,10,self,self,False,True,False,0.14385150812064965,336.05000000000183
Heuristic,501000,46,501045,,290,437,436,29,32,25,self,self,False,True,False,0.15102974828375287,275.9300000000021
Heuristic,501000,47,501046,,390,534,533,39,42,16,self,self,False,True,False,0.15355805243445692,375.0600000000029
Heuristic,501000,48,501047,,330,562,561,33,36,21,self,self,False,True,False,0.12099644128113879,314.72000000000224
Heuristic,501000,49,501048,,460,793,792,46,49,5,self,self,False,True,False,0.1235813366960908,442.54000000000457
Heuristic,501000,50,501049,,200,253,252,20,23,7,self,self,False,True,False,0.13438735177865613,187.68000000000075
Heuristic,501000,51,501050,,230,332,331,23,26,13,self,self,False,True,False,0.14156626506024098,216.92000000000087
Heuristic,501000,52,501051,,280,465,464,28,31,13,self,self,False,True,False,0.10967741935483871,265.6400000000014
Heuristic,501000,53,501052,,260,380,379,26,29,17,self,self,False,True,False,0.14473684210526316,246.47000000000122
Heuristic,501000,54,501053,,320,459,458,32,35,7,self,self,False,True,False,0.14814814814814814,305.7400000000024
Heuristic,501000,55,501054,,340,459,458,34,37,11,self,self,False,True,False,0.12418300653594772,325.7600000000022
Heuristic,501000,56,501055,,270,421,420,27,30,25,self,self,False,True,False,0.1330166270783848,256.07000000000147
Heuristic,501000,57,501056,,380,573,572,38,41,16,self,self,False,True,False,0.13089005235602094,364.6600000000034
Heuristic,501000,58,501057,,280,376,375,28,31,9,self,self,False,True,False,0.13829787234042554,266.5300000000012
Heuristic,501000,59,501058,,120,125,124,12,15,9,self,self,False,True,False,0.168,108.87999999999978
Heuristic,501000,60,501059,,340,624,623,34,37,13,self,self,False,True,False,0.12980769230769232,324.1100000000027
Heuristic,501000,61,501060,,250,272,271,25,28,8,self,self,False,True,False,0.14338235294117646,237.54000000000093
Heuristic,501000,62,501061,,220,340,339,22,25,11,self,self,False,True,False,0.11470588235294117,206.83000000000072
Heuristic,501000,63,501062,,350,584,583,35,38,25,self,self,False,True,False,0.1284246575342466,334.5200000000033
Heuristic,501000,64,501063,,200,307,306,20,23,7,self,self,False,True,False,0.11400651465798045,187.14000000000058
Heuristic,501000,65,501064,,400,666,665,40,43,25,self,self,False,True,False,0.11711711711711711,383.75000000000387
Heuristic,501000,66,501065,,350,508,507,35,38,20,self,self,False,True,False,0.12992125984251968,335.2800000000022
Heuristic,501000,67,501066,,160,284,283,16,19,7,self,self,False,True,False,0.10211267605633803,147.3299999999997
Heuristic,501000,68,501067,,450,593,592,45,48,19,self,self,False,True,False,0.1281618887015177,434.53000000000384
Heuristic,501000,69,501068,,290,515,514,29,32,25,self,self,False,True,False,0.12233009708737864,275.1500000000027
Heuristic,501000,70,501069,,330,481,480,33,36,7,self,self,False,True,False,0.15384615384615385,315.5300000000023
Heuristic,501000,71,501070,,230,313,312,23,26,11,self,self,False,True,False,0.13738019169329074,217.1100000000013
Heuristic,501000,72,501071,,250,328,327,25,28,5,self,self,False,True,False,0.125,236.9800000000007
Heuristic,501000,73,501072,,180,247,246,18,21,15,self,self,False,True,False,0.1214574898785425,167.72000000000014
Heuristic,501000,74,501073,,270,456,455,27,30,13,self,self,False,True,False,0.11403508771929824,255.7200000000015
Heuristic,501000,75,501074,,260,382,381,26,29,21,self,self,False,True,False,0.112565445026178,246.45000000000084
Heuristic,501000,76,501075,,220,329,328,22,25,15,self,self,False,True,False,0.1094224924012158,206.94000000000096
Heuristic,501000,77,501076,,300,378,377,30,33,7,self,self,False,True,False,0.13756613756613756,286.5300000000017
Heuristic,501000,78,501077,,380,503,502,38,41,7,self,self,False,True,False,0.13717693836978131,365.3600000000025
Heuristic,501000,79,501078,,370,505,504,37,40,23,self,self,False,True,False,0.1405940594059406,355.33000000000277
Heuristic,501000,80,501079,,370,624,623,37,40,13,self,self,False,True,False,0.10576923076923077,354.14000000000317
Heuristic,501000,81,501080,,230,292,291,23,26,13,self,self,False,True,False,0.136986301369863,217.32000000000087
Heuristic,501000,82,501081,,360,547,546,36,39,21,self,self,False,True,False,0.11882998171846434,344.90000000000265
Heuristic,501000,83,501082,,170,211,210,17,20,11,self,self,False,True,False,0.12322274881516587,158.07000000000014
Heuristic,501000,84,501083,,130,123,122,13,16,5,self,self,False,True,False,0.21951219512195122,118.90999999999974
Heuristic,501000,85,501084,,360,526,525,36,39,4,self,self,False,True,False,0.11026615969581749,345.11000000000263
Heuristic,501000,86,501085,,280,353,352,28,31,14,self,self,False,True,False,0.12181303116147309,266.7600000000015
Heuristic,501000,87,501086,,260,353,352,26,29,5,self,self,False,True,False,0.14447592067988668,246.74000000000137
Heuristic,501000,88,501087,,430,722,721,43,46,7,self,self,False,True,False,0.12465373961218837,413.22000000000327
Heuristic,501000,89,501088,,540,983,982,54,57,36,self,self,False,True,False,0.12919633774160733,520.7200000000064
Heuristic,501000,90,501089,,190,294,293,19,22,17,self,self,False,True,False,0.11904761904761904,177.26000000000016
Heuristic,501000,91,501090,,140,201,200,14,17,13,self,self,False,True,False,0.14427860696517414,128.13999999999973
Heuristic,501000,92,501091,,400,612,611,40,43,11,self,self,False,True,False,0.15359477124183007,384.2900000000033
Heuristic,501000,93,501092,,350,475,474,35,38,13,self,self,False,True,False,0.15578947368421053,335.61000000000246
Heuristic,501000,94,501093,,540,1003,1002,54,57,13,self,self,False,True,False,0.13359920239282153,520.5200000000073
Heuristic,501000,95,501094,,210,290,289,21,24,5,self,self,False,True,False,0.13448275862068965,197.3200000000009
Heuristic,501000,96,501095,,190,237,236,19,22,16,self,self,False,True,False,0.16877637130801687,177.8300000000002
Heuristic,501000,97,501096,,350,471,470,35,38,13,self,self,False,True,False,0.1337579617834395,335.6500000000023
Heuristic,501000,98,501097,,380,550,549,38,41,7,self,self,False,True,False,0.11454545454545455,364.89000000000283
Heuristic,501000,99,501098,,170,262,261,17,20,7,self,self,False,True,False,0.11068702290076336,157.55999999999972
Heuristic,501000,100,501099,,360,600,599,36,39,22,self,self,False,True,False,0.15,344.37000000000353
Classic,501000,1,501000,,410,805,804,41,44,1,wall,wall,False,True,False,0.6186335403726708,392.370000000004
Classic,501000,2,501001,,190,233,232,19,22,6,self,self,False,True,False,0.6437768240343348,177.87000000000003
Classic,501000,3,501002,,230,410,409,23,26,17,self,self,False,True,False,0.6073170731707317,216.14000000000146
Classic,501000,4,501003,,280,396,395,28,31,8,self,self,False,True,False,0.648989898989899,266.33000000000095
Classic,501000,5,501004,,190,318,317,19,22,6,self,self,False,True,False,0.6352201257861635,177.0200000000006
Classic,501000,6,501005,,240,396,395,24,27,7,self,self,False,True,False,0.6212121212121212,226.2900000000011
Classic,501000,7,501006,,140,364,363,14,17,38,self,self,False,True,False,0.6730769230769231,126.50999999999982
Classic,501000,8,501007,,170,269,268,17,20,5,self,self,False,True,False,0.5576208178438662,157.49000000000024
Classic,501000,9,501008,,460,774,773,46,49,16,self,self,False,True,False,0.6124031007751938,442.7300000000047
Classic,501000,10,501009,,220,425,424,22,25,17,self,self,False,True,False,0.6094117647058823,205.9800000000011
Classic,501000,11,501010,,370,668,667,37,40,28,self,self,False,True,False,0.5988023952095808,353.70000000000334
Classic,501000,12,501011,,190,370,369,19,22,33,self,self,False,True,False,0.5837837837837838,176.50000000000045
Classic,501000,13,501012,,290,516,515,29,32,15,self,self,False,True,False,0.6666666666666666,275.1400000000026
Classic,501000,14,501013,,160,248,247,16,19,7,self,self,False,True,False,0.6209677419354839,147.68999999999977
Classic,501000,15,501014,,210,380,379,21,24,4,self,self,False,True,False,0.6684210526315789,196.4200000000007
Classic,501000,16,501015,,320,557,556,32,35,18,self,self,False,True,False,0.6050269299820467,304.7600000000017
Classic,501000,17,501016,,240,384,383,24,27,3,self,self,False,True,False,0.6953125,226.41000000000088
Classic,501000,18,501017,,360,548,547,36,39,10,self,self,False,True,False,0.6605839416058394,344.89000000000294
Classic,501000,19,501018,,250,395,394,25,28,2,self,self,False,True,False,0.6379746835443038,236.31000000000142
Classic,501000,20,501019,,270,371,370,27,30,9,self,self,False,True,False,0.692722371967655,256.5700000000012
Classic,501000,21,501020,,310,626,625,31,34,19,self,self,False,True,False,0.6166134185303515,294.06000000000273
Classic,501000,22,501021,,420,721,720,42,45,15,self,self,False,True,False,0.5894590846047156,403.22000000000435
Classic,501000,23,501022,,320,497,496,32,35,1,self,self,False,True,False,0.5915492957746479,305.3600000000022
Classic,501000,24,501023,,250,420,419,25,28,9,self,self,False,True,False,0.6904761904761905,236.06000000000174
Classic,501000,25,501024,,270,551,550,27,30,27,wall,wall,False,True,False,0.6206896551724138,254.77000000000214
Classic,501000,26,501025,,370,870,869,37,40,28,self,self,False,True,False,0.5839080459770115,351.6800000000036
Classic,501000,27,501026,,110,131,130,11,14,4,self,self,False,True,False,0.5954198473282443,98.80999999999992
Classic,501000,28,501027,,300,509,508,30,33,9,self,self,False,True,False,0.6542239685658153,285.22000000000145
Classic,501000,29,501028,,170,329,328,17,20,4,self,self,False,True,False,0.6048632218844985,156.89
Classic,501000,30,501029,,390,657,656,39,42,37,self,self,False,True,False,0.6560121765601218,373.8300000000038
Classic,501000,31,501030,,320,579,578,32,35,9,self,self,False,True,False,0.6373056994818653,304.54000000000264
Classic,501000,32,501031,,170,284,283,17,20,9,self,self,False,True,False,0.6795774647887324,157.3400000000002
Classic,501000,33,501032,,300,560,559,30,33,7,self,self,False,True,False,0.5982142857142857,284.7100000000016
Classic,501000,34,501033,,90,154,153,9,12,5,self,self,False,True,False,0.5974025974025974,78.55999999999993
Classic,501000,35,501034,,310,533,532,31,34,10,self,self,False,True,False,0.5834896810506567,294.99000000000177
Classic,501000,36,501035,,250,402,401,25,28,12,self,self,False,True,False,0.5621890547263682,236.2400000000008
Classic,501000,37,501036,,250,398,397,25,28,10,self,self,False,True,False,0.5954773869346733,236.28000000000105
Classic,501000,38,501037,,300,547,546,30,33,15,self,self,False,True,False,0.5557586837294333,284.8400000000018
Classic,501000,39,501038,,300,555,554,30,33,23,self,self,False,True,False,0.590990990990991,284.7600000000022
Classic,501000,40,501039,,530,1097,1096,53,56,13,self,self,False,True,False,0.585232452142206,509.57000000000676
Classic,501000,41,501040,,290,478,477,29,32,16,self,self,False,True,False,0.6338912133891214,275.5200000000023
Classic,501000,42,501041,,510,860,859,51,54,13,wall,wall,False,True,False,0.6337209302325582,491.9200000000054
Classic,501000,43,501042,,240,526,525,24,27,16,self,self,False,True,False,0.5988593155893536,224.9900000000012
Classic,501000,44,501043,,100,158,157,10,13,2,wall,wall,False,True,False,0.7215189873417721,88.52999999999987
Classic,501000,45,501044,,160,297,296,16,19,16,self,self,False,True,False,0.6195286195286195,147.19999999999993
Classic,501000,46,501045,,160,271,270,16,19,50,self,self,False,True,False,0.6678966789667896,147.46000000000058
Classic,501000,47,501046,,160,238,237,16,19,18,self,self,False,True,False,0.6470588235294118,147.79000000000008
Classic,501000,48,501047,,120,278,277,12,15,1,self,self,False,True,False,0.6834532374100719,107.3499999999996
Classic,501000,49,501048,,370,629,628,37,40,13,self,self,False,True,False,0.6057233704292527,354.09000000000276
Classic,501000,50,501049,,210,323,322,21,24,11,self,self,False,True,False,0.6439628482972136,196.99000000000092
Classic,501000,51,501050,,20,71,70,2,5,1,wall,wall,False,True,False,0.8450704225352113,9.320000000000014
Classic,501000,52,501051,,350,685,684,35,38,13,self,self,False,True,False,0.6204379562043796,333.510000000003
Classic,501000,53,501052,,120,195,194,12,15,12,self,self,False,True,False,0.6,108.17999999999954
Classic,501000,54,501053,,330,593,592,33,36,37,self,self,False,True,False,0.6509274873524452,314.41000000000355
Classic,501000,55,501054,,390,607,606,39,42,16,self,self,False,True,False,0.5848434925864909,374.33000000000334
Classic,501000,56,501055,,530,938,937,53,56,20,self,self,False,True,False,0.5746268656716418,511.16000000000565
Classic,501000,57,501056,,250,534,533,25,28,7,self,self,False,True,False,0.602996254681648,234.9200000000004
Classic,501000,58,501057,,310,542,541,31,34,10,self,self,False,True,False,0.6346863468634686,294.900000000002
Classic,501000,59,501058,,350,478,477,35,38,18,self,self,False,True,False,0.6799163179916318,335.5800000000024
Classic,501000,60,501059,,410,715,714,41,44,23,self,self,False,True,False,0.5566433566433566,393.2700000000033
Classic,501000,61,501060,,350,556,555,35,38,12,self,self,False,True,False,0.6007194244604317,334.8000000000019
Classic,501000,62,501061,,410,737,736,41,44,18,self,self,False,True,False,0.5956580732700135,393.0500000000045
Classic,501000,63,501062,,220,391,390,22,25,8,wall,wall,False,True,False,0.629156010230179,206.32000000000141
Classic,501000,64,501063,,170,290,289,17,20,4,self,self,False,True,False,0.6827586206896552,157.27999999999986
Classic,501000,65,501064,,360,677,676,36,39,14,self,self,False,True,False,0.5878877400295421,343.6000000000032
Classic,501000,66,501065,,210,469,468,21,24,107,self,self,False,True,False,0.7057569296375267,195.53000000000134
Classic,501000,67,501066,,350,653,652,35,38,8,self,self,False,True,False,0.6799387442572741,333.8300000000028
Classic,501000,68,501067,,360,534,533,36,39,21,self,self,False,True,False,0.6872659176029963,345.03000000000327
Classic,501000,69,501068,,340,665,664,34,37,1,wall,wall,False,True,False,0.6165413533834586,323.70000000000374
Classic,501000,70,501069,,210,402,401,21,24,5,self,self,False,True,False,0.6194029850746269,196.20000000000044
Classic,501000,71,501070,,330,537,536,33,36,16,self,self,False,True,False,0.6238361266294227,314.97000000000327
Classic,501000,72,501071,,280,491,490,28,31,11,self,self,False,True,False,0.6883910386965377,265.38000000000125
Classic,501000,73,501072,,250,450,449,25,28,82,self,self,False,True,False,0.62,235.76000000000172
Classic,501000,74,501073,,210,383,382,21,24,17,self,self,False,True,False,0.6527415143603134,196.39000000000033
Classic,501000,75,501074,,190,306,305,19,22,21,self,self,False,True,False,0.6176470588235294,177.14000000000027
Classic,501000,76,501075,,230,411,410,23,26,4,self,self,False,True,False,0.5912408759124088,216.13000000000085
Classic,501000,77,501076,,330,553,552,33,36,28,wall,wall,False,True,False,0.5406871609403255,314.8100000000029
Classic,501000,78,501077,,270,412,411,27,30,11,self,self,False,True,False,0.6456310679611651,256.16000000000184
Classic,501000,79,501078,,360,622,621,36,39,9,self,self,False,True,False,0.6720257234726688,344.1500000000036
Classic,501000,80,501079,,280,528,527,28,31,28,wall,wall,False,True,False,0.5568181818181818,265.01000000000187
Classic,501000,81,501080,,300,513,512,30,33,11,self,self,False,True,False,0.6296296296296297,285.1800000000026
Classic,501000,82,501081,,450,779,778,45,48,5,self,self,False,True,False,0.6251604621309371,432.67000000000473
Classic,501000,83,501082,,310,454,453,31,34,19,self,self,False,True,False,0.6013215859030837,295.7800000000021
Classic,501000,84,501083,,260,380,379,26,29,21,self,self,False,True,False,0.5763157894736842,246.47000000000162
Classic,501000,85,501084,,290,494,493,29,32,18,self,self,False,True,False,0.5870445344129555,275.3600000000018
Classic,501000,86,501085,,390,625,624,39,42,3,self,self,False,True,False,0.6304,374.1500000000036
Classic,501000,87,501086,,150,226,225,15,18,6,self,self,False,True,False,0.6238938053097345,137.89999999999975
Classic,501000,88,501087,,440,797,796,44,47,17,self,self,False,True,False,0.6072772898368883,422.4800000000031
Classic,501000,89,501088,,370,726,725,37,40,18,self,self,False,True,False,0.559228650137741,353.1200000000034
Classic,501000,90,501089,,290,746,745,29,32,4,self,self,False,True,False,0.7171581769436998,272.84000000000106
Classic,501000,91,501090,,440,769,768,44,47,37,self,self,False,True,False,0.6241872561768531,422.7600000000046
Classic,501000,92,501091,,380,663,662,38,41,5,self,self,False,True,False,0.6199095022624435,363.76000000000283
Classic,501000,93,501092,,210,310,309,21,24,3,self,self,False,True,False,0.6709677419354839,197.1200000000008
Classic,501000,94,501093,,240,351,350,24,27,32,self,self,False,True,False,0.6581196581196581,226.74000000000132
Classic,501000,95,501094,,180,334,333,18,21,4,self,self,False,True,False,0.6646706586826348,166.84999999999977
Classic,501000,96,501095,,360,677,676,36,39,29,self,self,False,True,False,0.6292466765140325,343.600000000003
Classic,501000,97,501096,,150,204,203,15,18,1,self,self,False,True,False,0.7205882352941176,138.11999999999964
Classic,501000,98,501097,,370,629,628,37,40,7,self,self,False,True,False,0.5945945945945946,354.0900000000033
Classic,501000,99,501098,,240,502,501,24,27,27,self,self,False,True,False,0.6932270916334662,225.2300000000008
Classic,501000,100,501099,,420,776,775,42,45,15,self,self,False,True,False,0.6288659793814433,402.67000000000417
Strategy,501000,1,501000,,120,200,199,12,15,10,self,self,False,True,False,0.33,108.1299999999996
Strategy,501000,2,501001,,110,102,101,11,14,3,self,self,False,True,False,0.47058823529411764,99.0999999999999
Strategy,501000,3,501002,,260,379,378,26,29,13,self,self,False,True,False,0.43271767810026385,246.4800000000015
Strategy,501000,4,501003,,280,396,395,28,31,10,self,self,False,True,False,0.4318181818181818,266.3300000000012
Strategy,501000,5,501004,,300,504,503,30,33,10,self,self,False,True,False,0.3353174603174603,285.2700000000023
Strategy,501000,6,501005,,410,692,691,41,44,18,self,self,False,True,False,0.37283236994219654,393.500000000004
Strategy,501000,7,501006,,200,320,319,20,23,9,self,self,False,True,False,0.371875,187.0100000000003
Strategy,501000,8,501007,,490,869,868,49,52,24,self,self,False,True,False,0.4062140391254315,471.81000000000563
Strategy,501000,9,501008,,70,96,95,7,10,1,wall,wall,False,True,False,0.40625,59.120000000000005
Strategy,501000,10,501009,,240,399,398,24,27,24,self,self,False,True,False,0.3458646616541353,226.26000000000164
Strategy,501000,11,501010,,170,222,221,17,20,8,self,self,False,True,False,0.36486486486486486,157.96000000000012
Strategy,501000,12,501011,,350,658,657,35,38,26,self,self,False,True,False,0.3738601823708207,333.78000000000316
Strategy,501000,13,501012,,510,801,800,51,54,9,self,self,False,True,False,0.40574282147315854,492.5100000000052
Strategy,501000,14,501013,,430,685,684,43,46,10,self,self,False,True,False,0.35766423357664234,413.5900000000044
Strategy,501000,15,501014,,280,550,549,28,31,5,self,self,False,True,False,0.3981818181818182,264.79000000000235
Strategy,501000,16,501015,,130,190,189,13,16,1,self,self,False,True,False,0.42105263157894735,118.23999999999961
Strategy,501000,17,501016,,240,344,343,24,27,5,self,self,False,True,False,0.39244186046511625,226.81000000000074
Strategy,501000,18,501017,,470,720,719,47,50,39,self,self,False,True,False,0.3875,453.2800000000045
Strategy,501000,19,501018,,350,530,529,35,38,1,wall,wall,False,True,False,0.39433962264150946,335.0600000000028
Strategy,501000,20,501019,,330,473,472,33,36,11,self,self,False,True,False,0.4186046511627907,315.6100000000024
Strategy,501000,21,501020,,80,124,123,8,11,1,wall,wall,False,True,False,0.3629032258064516,68.84999999999994
Strategy,501000,22,501021,,320,480,479,32,35,19,self,self,False,True,False,0.4270833333333333,305.53000000000253
Strategy,501000,23,501022,,250,351,350,25,28,13,self,self,False,True,False,0.39316239316239315,236.7500000000012
Strategy,501000,24,501023,,320,469,468,32,35,7,self,self,False,True,False,0.4562899786780384,305.64000000000215
Strategy,501000,25,501024,,190,289,288,19,22,3,self,self,False,True,False,0.35294117647058826,177.31000000000026
Strategy,501000,26,501025,,210,343,342,21,24,3,self,self,False,True,False,0.36443148688046645,196.7900000000003
Strategy,501000,27,501026,,260,394,393,26,29,28,self,self,False,True,False,0.434010152284264,246.33000000000175
Strategy,501000,28,501027,,300,507,506,30,33,19,self,self,False,True,False,0.3727810650887574,285.2400000000017
Strategy,501000,29,501028,,410,628,627,41,44,10,self,self,False,True,False,0.4171974522292994,394.14000000000283
Strategy,501000,30,501029,,320,415,414,32,35,4,self,self,False,True,False,0.41204819277108434,306.18000000000177
Strategy,501000,31,501030,,280,378,377,28,31,1,self,self,False,True,False,0.3888888888888889,266.51000000000136
Strategy,501000,32,501031,,290,457,456,29,32,14,self,self,False,True,False,0.3588621444201313,275.7300000000021
Strategy,501000,33,501032,,310,550,549,31,34,18,self,self,False,True,False,0.37454545454545457,294.8200000000021
Strategy,501000,34,501033,,380,630,629,38,41,11,wall,wall,False,True,False,0.3888888888888889,364.0900000000033
Strategy,501000,35,501034,,310,454,453,31,34,11,self,self,False,True,False,0.41629955947136565,295.7800000000017
Strategy,501000,36,501035,,330,561,560,33,36,29,self,self,False,True,False,0.39037433155080214,314.7300000000023
Strategy,501000,37,501036,,360,553,552,36,39,3,self,self,False,True,False,0.4394213381555154,344.8400000000024
Strategy,501000,38,501037,,470,779,778,47,50,14,self,self,False,True,False,0.4017971758664955,452.690000000004
Strategy,501000,39,501038,,190,312,311,19,22,1,wall,wall,False,True,False,0.40705128205128205,177.08000000000027
Strategy,501000,40,501039,,320,536,535,32,35,8,self,self,False,True,False,0.32276119402985076,304.9700000000022
Strategy,501000,41,501040,,340,550,549,34,37,7,self,self,False,True,False,0.40545454545454546,324.8500000000029
Strategy,501000,42,501041,,380,578,577,38,41,16,self,self,False,True,False,0.4273356401384083,364.61000000000314
Strategy,501000,43,501042,,120,210,209,12,15,4,self,self,False,True,False,0.3476190476190476,108.02999999999969
Strategy,501000,44,501043,,40,60,59,4,7,1,self,self,False,True,False,0.38333333333333336,29.44999999999994
Strategy,501000,45,501044,,170,233,232,17,20,8,self,self,False,True,False,0.4721030042918455,157.85000000000036
Strategy,501000,46,501045,,360,501,500,36,39,22,self,self,False,True,False,0.38922155688622756,345.3600000000028
Strategy,501000,47,501046,,230,296,295,23,26,10,self,self,False,True,False,0.3952702702702703,217.28000000000077
Strategy,501000,48,501047,,240,357,356,24,27,10,self,self,False,True,False,0.37815126050420167,226.68000000000055
Strategy,501000,49,501048,,230,349,348,23,26,1,self,self,False,True,False,0.42120343839541546,216.7500000000008
Strategy,501000,50,501049,,160,216,215,16,19,1,self,self,False,True,False,0.41203703703703703,148.01
Strategy,501000,51,501050,,460,723,722,46,49,19,self,self,False,True,False,0.3665283540802213,443.24000000000433
Strategy,501000,52,501051,,430,789,788,43,46,6,self,self,False,True,False,0.39543726235741444,412.5500000000043
Strategy,501000,53,501052,,130,172,171,13,16,1,self,self,False,True,False,0.4883720930232558,118.41999999999962
Strategy,501000,54,501053,,150,184,183,15,18,1,wall,wall,False,True,False,0.41847826086956524,138.3200000000001
Strategy,501000,55,501054,,480,779,778,48,51,3,self,self,False,True,False,0.3940949935815148,462.70000000000493
Strategy,501000,56,501055,,280,478,477,28,31,15,self,self,False,True,False,0.401673640167364,265.5100000000013
Strategy,501000,57,501056,,300,405,404,30,33,3,self,self,False,True,False,0.41975308641975306,286.2600000000021
Strategy,501000,58,501057,,290,405,404,29,32,11,self,self,False,True,False,0.3851851851851852,276.2500000000015
Strategy,501000,59,501058,,350,454,453,35,38,4,self,self,False,True,False,0.45594713656387664,335.82000000000244
Strategy,501000,60,501059,,300,562,561,30,33,12,self,self,False,True,False,0.3861209964412811,284.69000000000193
Strategy,501000,61,501060,,290,416,415,29,32,18,self,self,False,True,False,0.43028846153846156,276.14000000000135
Strategy,501000,62,501061,,350,610,609,35,38,13,self,self,False,True,False,0.3590163934426229,334.2600000000027
Strategy,501000,63,501062,,290,468,467,29,32,1,self,self,False,True,False,0.40384615384615385,275.620000000002
Strategy,501000,64,501063,,650,1048,1047,65,68,3,self,self,False,True,False,0.3979007633587786,630.180000000007
Strategy,501000,65,501064,,410,630,629,41,44,6,self,self,False,True,False,0.3634920634920635,394.12000000000296
Strategy,501000,66,501065,,170,278,277,17,20,11,self,self,False,True,False,0.29856115107913667,157.3999999999999
Strategy,501000,67,501066,,430,662,661,43,46,26,self,self,False,True,False,0.4078549848942598,413.82000000000374
Strategy,501000,68,501067,,110,87,86,11,14,5,self,self,False,True,False,0.4942528735632184,99.2499999999999
Strategy,501000,69,501068,,370,719,718,37,40,17,self,self,False,True,False,0.3435326842837274,353.1900000000044
Strategy,501000,70,501069,,190,280,279,19,22,1,self,self,False,True,False,0.3892857142857143,177.40000000000072
Strategy,501000,71,501070,,110,116,115,11,14,1,self,self,False,True,False,0.5,98.95999999999992
Strategy,501000,72,501071,,230,352,351,23,26,4,self,self,False,True,False,0.41761363636363635,216.72000000000054
Strategy,501000,73,501072,,230,327,326,23,26,14,wall,wall,False,True,False,0.4617737003058104,216.97000000000065
Strategy,501000,74,501073,,380,559,558,38,41,1,self,self,False,True,False,0.3828264758497317,364.800000000002
Strategy,501000,75,501074,,470,758,757,47,50,39,self,self,False,True,False,0.4076517150395778,452.9000000000043
