policy,seed,assistance,score,food_collected,steps,steps_survived,turn_ratio,terminated,truncated,won,end_reason,max_length,max_occupancy_percent,reached_half,ordered_requested_step,ordered_locked_step,ordered_steps,recovery_steps,repeated_states,max_repeated_cycle_length,repeated_ordered_states,unexpected_ordered_fallbacks,ordered_progress_errors,collision_after_requested,collision_after_locked,no_food_after_requested,steps_half_to_win,elapsed_seconds,overrides,max_decision_ms
Heuristic,safety-19,True,1180,118,3000,3000,0.15433333333333332,False,True,False,evaluation_step_limit,121,30.25,False,,,0,0,0,0,0,0,0,False,False,False,,0.10331880000000002,218,0.42219999999997526
Classic,safety-0,False,310,31,561,560,0.6541889483065954,True,False,False,wall,34,8.5,False,,,0,0,0,0,0,0,0,False,False,False,,0.011151899999999841,0,0.6849999999994907
Classic,safety-1,False,290,29,482,481,0.5311203319502075,True,False,False,wall,32,8,False,,,0,0,0,0,0,0,0,False,False,False,,0.006340899999999238,0,0.023200000000542786
Classic,safety-2,False,210,21,422,421,0.6919431279620853,True,False,False,self,24,6,False,,,0,0,0,0,0,0,0,False,False,False,,0.005223899999999958,0,0.020900000000438013
Classic,safety-3,False,360,36,596,595,0.5855704697986577,True,False,False,self,39,9.75,False,,,0,0,0,0,0,0,0,False,False,False,,0.0077961999999997715,0,0.028100000000449654
Classic,safety-4,False,340,34,552,551,0.7137681159420289,True,False,False,self,37,9.25,False,,,0,0,0,0,0,0,0,False,False,False,,0.006987500000000182,0,0.028599999999642023
Classic,safety-5,False,410,41,671,670,0.6020864381520119,True,False,False,self,44,11,False,,,0,0,0,0,0,0,0,False,False,False,,0.008513299999999618,0,0.03480000000035943
Classic,safety-6,False,310,31,465,464,0.6064516129032258,True,False,False,self,34,8.5,False,,,0,0,0,0,0,0,0,False,False,False,,0.005878700000000208,0,0.03359999999975116
Classic,safety-7,False,130,13,290,289,0.6586206896551724,True,False,False,self,16,4,False,,,0,0,62,20,0,0,0,False,False,False,,0.003418800000000374,0,0.01890000000003056
Classic,safety-8,False,250,25,409,408,0.6161369193154034,True,False,False,self,28,7,False,,,0,0,0,0,0,0,0,False,False,False,,0.004891999999999825,0,0.020499999999628926
Classic,safety-9,False,190,19,345,344,0.6840579710144927,True,False,False,self,22,5.5,False,,,0,0,0,0,0,0,0,False,False,False,,0.004004899999999907,0,0.016200000000026193
Classic,safety-10,False,570,57,1050,1049,0.6571428571428571,True,False,False,self,60,15,False,,,0,0,0,0,0,0,0,False,False,False,,0.013793099999999867,0,0.02430000000003929
Classic,safety-11,False,440,44,844,843,0.6208530805687204,True,False,False,self,47,11.75,False,,,0,0,0,0,0,0,0,False,False,False,,0.010956299999999829,0,0.01929999999993015
Classic,safety-12,False,150,15,373,372,0.6916890080428955,True,False,False,self,18,4.5,False,,,0,0,84,4,0,0,0,False,False,False,,0.00424119999999948,0,0.015599999999722058
Classic,safety-13,False,360,36,643,642,0.5505443234836703,True,False,False,wall,39,9.75,False,,,0,0,0,0,0,0,0,False,False,False,,0.008333099999999831,0,0.028299999999944703
Classic,safety-14,False,360,36,634,633,0.6324921135646687,True,False,False,self,39,9.75,False,,,0,0,0,0,0,0,0,False,False,False,,0.009010599999999614,0,0.7123000000001412
Classic,safety-15,False,440,44,804,803,0.6044776119402985,True,False,False,self,47,11.75,False,,,0,0,0,0,0,0,0,False,False,False,,0.010379699999999503,0,0.056599999999889405
Classic,safety-16,False,280,28,467,466,0.6167023554603854,True,False,False,wall,31,7.75,False,,,0,0,0,0,0,0,0,False,False,False,,0.0056186999999999895,0,0.023699999999735155
Classic,safety-17,False,510,51,819,818,0.575091575091575,True,False,False,self,54,13.5,False,,,0,0,0,0,0,0,0,False,False,False,,0.01077809999999954,0,0.019200000000637374
Classic,safety-18,False,130,13,323,322,0.5727554179566563,True,False,False,self,16,4,False,,,0,0,0,0,0,0,0,False,False,False,,0.003809699999999793,0,0.017300000000432192
Classic,safety-19,False,190,19,318,317,0.5849056603773585,True,False,False,self,22,5.5,False,,,0,0,0,0,0,0,0,False,False,False,,0.003888100000000122,0,0.021600000000034925
Classic,safety-0,True,1250,125,3000,3000,0.18466666666666667,False,True,False,evaluation_step_limit,128,32,False,,,0,0,0,0,0,0,0,False,False,False,,0.14165740000000004,948,0.5859000000000378
Classic,safety-1,True,1250,125,3000,3000,0.25533333333333336,False,True,False,evaluation_step_limit,128,32,False,,,0,0,0,0,0,0,0,False,False,False,,0.17365419999999995,819,0.5403999999998632
