episode,episode_reward,score,epsilon,training_loss,moving_average_score,steps
2001,137.49999999999994,150,0.050000000000000044,0.4447863753519806,150,266
2002,9.409999999999982,20,0.050000000000000044,0.40284914473692573,85,62
